region,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
124_ab,US-CA-MountainView,06-01-2010,5.413376,0.406178,47.000000,0.848737,0.144596,2.920892,641
124_ab,US-CA-MountainView,07-01-2010,4.745904,0.402675,48.000000,0.823395,0.165852,2.653037,553
124_ab,US-CA-MountainView,07-01-2011,4.477621,0.521892,81.000000,0.896487,0.087481,2.262310,742
124_ab,US-CA-MountainView,08-01-2010,4.646104,0.397335,58.000000,0.913234,0.077081,2.226144,1103
124_ab,US-CA-MountainView,08-01-2011,4.847038,0.577344,78.000000,0.910144,0.072375,2.268902,1071
124_ab,US-CA-MountainView,09-01-2010,4.485344,0.395656,80.000000,0.919320,0.066324,2.190437,1810
124_ab,US-CA-MountainView,09-01-2011,5.759630,0.605739,77.000000,0.935610,0.051672,2.481787,1065
124_ab,US-CA-MountainView,10-01-2010,4.597836,0.407629,78.000000,0.903338,0.085153,2.182684,1572
124_ab,US-CA-MountainView,11-01-2010,4.158966,0.409501,76.000000,0.916422,0.071567,2.444689,3137
124_ab,US-CA-MountainView,12-01-2010,4.347152,0.409411,77.000000,0.934063,0.053851,2.786170,6271
124_ab,US-IL-Chicago,02-01-2010,,0.402825,63.000000,0.914616,0.078426,2.674009,
124_ab,US-IL-Chicago,03-01-2010,,0.380311,65.000000,0.487837,0.509215,2.074803,
124_ab,US-IL-Chicago,04-01-2010,,0.383295,64.000000,0.667371,0.329257,2.468401,
124_ab,US-IL-Chicago,05-01-2010,,0.303134,61.000000,0.644956,0.351523,1.768116,
124_ab,US-IL-Chicago,06-01-2010,,0.379981,,,,,
124_ab,US-IL-Chicago,07-01-2010,,0.381086,,,,,
124_ab,US-IL-Chicago,07-01-2011,,0.543597,64.500000,0.740116,0.209815,1.933566,
124_ab,US-IL-Chicago,08-01-2010,,0.385569,,,,,
124_ab,US-IL-Chicago,08-01-2011,,0.553383,61.000000,0.756340,0.121720,2.093645,
124_ab,US-IL-Chicago,09-01-2010,,0.399855,,,,,
124_ab,US-IL-Chicago,09-01-2011,,0.702859,59.000000,0.834854,0.158476,2.233083,
124_ab,US-IL-Chicago,12-01-2010,4.391644,0.410364,68.000000,0.806932,0.174880,2.150000,219
124_ab,US-NY-NewYork,01-01-2011,2.373446,0.406230,86.000000,0.952369,0.035075,2.782284,832
124_ab,US-NY-NewYork,02-01-2011,2.487550,0.403337,86.000000,0.953339,0.035091,2.725806,448
124_ab,US-NY-NewYork,03-01-2010,,0.332737,90.000000,0.697318,0.298243,1.703883,
124_ab,US-NY-NewYork,03-01-2011,1.780430,0.394992,91.000000,0.965878,0.017844,2.689769,278
124_ab,US-NY-NewYork,04-01-2010,,0.369686,89.000000,0.709418,0.286018,2.029851,
124_ab,US-NY-NewYork,05-01-2010,,0.333542,,,,,
124_ab,US-NY-NewYork,07-01-2011,,0.404707,,,,,
124_ab,US-NY-NewYork,08-01-2010,1.398419,0.338493,94.000000,0.879491,0.102575,1.703980,294
124_ab,US-NY-NewYork,08-01-2011,1.543016,0.404248,92.000000,0.970310,0.012119,2.820000,286
124_ab,US-NY-NewYork,09-01-2010,1.173062,0.361917,93.500000,0.901990,0.082593,2.089655,316
124_ab,US-NY-NewYork,09-01-2011,2.316087,0.454967,88.000000,0.962709,0.022735,2.112319,240
124_ab,US-NY-NewYork,10-01-2010,1.041952,0.338887,98.000000,0.907487,0.073247,1.832891,285
124_ab,US-NY-NewYork,11-01-2010,1.631975,0.363535,96.000000,0.888666,0.095988,2.207650,397
124_ab,US-NY-NewYork,12-01-2010,2.832814,0.401009,90.000000,0.952425,0.034316,2.793794,848
124_ab,US-NY-NewYork-2,01-01-2011,,0.393012,102.000000,0.755798,0.236146,1.109453,
124_ab,US-NY-NewYork-2,02-01-2011,,0.382373,,,,,
124_ab,US-NY-NewYork-2,10-01-2010,,0.352443,97.000000,0.725187,0.271109,1.490385,
124_ab,US-NY-NewYork-2,11-01-2010,,0.391492,106.000000,0.846423,0.145558,1.731818,
124_ab,US-NY-NewYork-2,12-01-2010,,0.386203,104.000000,0.823499,0.165839,1.649789,
124_ab,US-TX-Dallas,01-01-2011,,0.463870,,,,,
124_ab,US-TX-Dallas,02-01-2011,4.245905,0.401283,85.000000,0.915145,0.073773,2.670455,254
124_ab,US-TX-Dallas,08-01-2011,,0.437438,80.000000,0.940170,0.045879,2.601533,
124_ab,US-TX-Dallas,09-01-2011,5.535776,0.525191,80.000000,0.959429,0.031100,2.642857,260
124_ab,US-TX-Dallas,11-01-2010,,0.397332,85.000000,0.771762,0.217703,1.733945,
124_ab,US-TX-Dallas,12-01-2010,,0.404769,84.000000,0.832028,0.161242,1.860577,
124_ab,US-WA-Seattle,01-01-2010,5.198097,0.408402,74.000000,0.797115,0.194285,2.465608,354
124_ab,US-WA-Seattle,01-01-2011,4.328397,0.429317,74.000000,0.904744,0.080279,2.546556,3025
124_ab,US-WA-Seattle,02-01-2010,4.581078,0.409609,75.000000,0.829439,0.160689,2.937310,5488
124_ab,US-WA-Seattle,02-01-2011,4.390415,0.435505,79.000000,0.901417,0.084588,2.463673,5683
124_ab,US-WA-Seattle,03-01-2010,4.395491,0.408951,75.000000,0.798941,0.190487,2.779653,8916
124_ab,US-WA-Seattle,03-01-2011,4.702123,0.437169,79.000000,0.910868,0.075514,2.578917,7640
124_ab,US-WA-Seattle,04-01-2010,4.584182,0.410148,75.000000,0.816588,0.173181,2.855452,8130
124_ab,US-WA-Seattle,05-01-2010,4.795922,0.404214,86.000000,0.819996,0.169721,2.888519,8369
124_ab,US-WA-Seattle,06-01-2010,4.783732,0.406135,74.000000,0.843065,0.148384,3.101950,6806
124_ab,US-WA-Seattle,07-01-2010,4.937688,0.408618,71.000000,0.837148,0.152067,2.930764,5876
124_ab,US-WA-Seattle,07-01-2011,4.725514,0.537450,91.000000,0.932596,0.052311,2.890696,5206
124_ab,US-WA-Seattle,08-01-2010,4.097875,0.395361,75.000000,0.874404,0.111889,2.193325,11860
124_ab,US-WA-Seattle,08-01-2011,5.518993,0.529376,82.000000,0.927363,0.049281,3.037985,2785
124_ab,US-WA-Seattle,09-01-2010,3.789138,0.380296,76.000000,0.902527,0.083647,2.366436,11873
124_ab,US-WA-Seattle,09-01-2011,4.768113,0.594539,89.000000,0.939047,0.049335,3.136011,2236
124_ab,US-WA-Seattle,10-01-2010,3.954412,0.404176,86.000000,0.879688,0.106540,2.371326,8022
124_ab,US-WA-Seattle,11-01-2010,4.163295,0.412281,76.000000,0.877169,0.110829,2.395436,5124
124_ab,US-WA-Seattle,12-01-2010,4.498805,0.415622,76.000000,0.866304,0.123740,2.457503,1298
124_bc,FR-Paris,01-01-2011,2.133313,0.378752,175.000000,0.831064,0.152901,2.420079,487
124_bc,FR-Paris,02-01-2011,1.949904,0.375803,173.000000,0.653920,0.337311,1.988938,251
124_bc,FR-Paris,03-01-2011,,0.377955,175.000000,0.467266,0.514978,2.100610,
124_bc,FR-Paris,05-01-2010,,0.337430,,,,,
124_bc,FR-Paris,07-01-2011,2.352722,0.414279,175.000000,0.426374,0.569675,1.779545,212
124_bc,FR-Paris,11-01-2010,1.798683,0.366924,180.000000,0.729099,0.259570,1.969309,243
124_bc,FR-Paris,12-01-2010,2.047952,0.387050,176.000000,0.759794,0.226482,2.326360,429
124_bc,GR-Athens,03-01-2011,,0.397440,,,,,
124_bc,GR-Athens,07-01-2011,,0.442533,232.000000,0.300326,0.678104,1.543767,
124_bc,GR-Athens,08-01-2011,2.042764,0.477596,233.000000,0.467844,0.506455,1.713675,245
124_bc,GR-Athens,09-01-2011,2.331921,0.509258,230.000000,0.460268,0.518899,1.910931,252
124_bc,NL-Amsterdam,01-01-2011,,0.362402,175.000000,0.681971,0.312934,2.009709,
124_bc,NL-Amsterdam,12-01-2010,2.193613,0.381275,176.000000,0.770266,0.209024,2.460967,333
124_bc,US-CA-LosAngeles,01-01-2011,4.728008,0.408230,48.500000,0.320686,0.674322,1.292643,683
124_bc,US-CA-LosAngeles,02-01-2010,4.218918,0.364368,51.000000,0.384822,0.602710,1.782364,287
124_bc,US-CA-LosAngeles,02-01-2011,4.101939,0.401134,51.000000,0.417987,0.574113,1.707915,488
124_bc,US-CA-LosAngeles,03-01-2010,3.440756,0.283115,51.000000,0.508310,0.485895,1.891931,397
124_bc,US-CA-LosAngeles,03-01-2011,,0.413318,52.000000,0.572732,0.422021,1.411003,
124_bc,US-CA-LosAngeles,04-01-2010,4.537238,0.372171,48.000000,0.549455,0.443672,1.968116,398
124_bc,US-CA-LosAngeles,05-01-2010,4.684430,0.353123,48.000000,0.434503,0.561035,2.001667,350
124_bc,US-CA-LosAngeles,06-01-2010,4.090467,0.335200,50.000000,0.621728,0.372870,2.033755,275
124_bc,US-CA-LosAngeles,07-01-2010,4.337412,0.333759,48.000000,0.603439,0.384517,1.983645,259
124_bc,US-CA-LosAngeles,07-01-2011,5.264914,0.557976,53.500000,0.633158,0.356124,2.264209,397
124_bc,US-CA-LosAngeles,08-01-2010,4.591066,0.352916,49.000000,0.675178,0.287801,1.555012,268
124_bc,US-CA-LosAngeles,09-01-2010,3.651685,0.378020,51.000000,0.491616,0.503984,1.346715,314
124_bc,US-CA-LosAngeles,09-01-2011,6.999344,0.536806,48.000000,0.807096,0.181968,2.108434,265
124_bc,US-CA-LosAngeles,10-01-2010,4.222172,0.402266,49.000000,0.425730,0.570581,1.362515,459
124_bc,US-CA-LosAngeles,11-01-2010,4.698236,0.408739,48.000000,0.615502,0.373012,1.926794,1267
124_bc,US-CA-LosAngeles,12-01-2010,5.143991,0.411928,48.000000,0.530232,0.466607,1.844253,1110
124_bc,US-CA-MountainView,01-01-2011,5.095455,0.402225,35.000000,0.875208,0.112719,2.451716,3743
124_bc,US-CA-MountainView,02-01-2010,3.842868,0.350056,36.000000,0.643076,0.351156,2.229537,356
124_bc,US-CA-MountainView,02-01-2011,5.324943,0.404160,35.000000,0.756873,0.232697,2.481150,1344
124_bc,US-CA-MountainView,03-01-2010,3.909484,0.278692,36.000000,0.577149,0.419138,1.937500,337
124_bc,US-CA-MountainView,03-01-2011,5.003657,0.405538,35.000000,0.639164,0.352731,2.029954,543
124_bc,US-CA-MountainView,04-01-2010,3.869091,0.338528,65.000000,0.398579,0.590769,2.153846,284
124_bc,US-CA-MountainView,05-01-2010,4.508048,0.308930,35.000000,0.360906,0.631327,2.164859,252
124_bc,US-CA-MountainView,06-01-2010,,0.263786,34.000000,0.381547,0.615256,2.156499,
124_bc,US-CA-MountainView,07-01-2010,4.650179,0.344589,36.000000,0.531102,0.465377,2.247253,206
124_bc,US-CA-MountainView,07-01-2011,6.949037,0.412820,34.000000,0.650062,0.337890,2.713314,1048
124_bc,US-CA-MountainView,08-01-2010,5.318115,0.388932,33.000000,0.862072,0.129954,2.257732,1232
124_bc,US-CA-MountainView,08-01-2011,7.609722,0.414807,33.000000,0.718968,0.264858,2.827224,2027
124_bc,US-CA-MountainView,09-01-2010,5.383060,0.386172,35.000000,0.861969,0.125035,2.347368,2134
124_bc,US-CA-MountainView,09-01-2011,7.561512,0.568518,33.500000,0.677085,0.310510,2.269663,864
124_bc,US-CA-MountainView,10-01-2010,4.923373,0.399998,35.000000,0.828918,0.163915,2.168478,1766
124_bc,US-CA-MountainView,11-01-2010,4.993330,0.405344,36.000000,0.800772,0.190383,2.353009,3549
124_bc,US-CA-MountainView,12-01-2010,5.271643,0.405812,36.000000,0.834667,0.154824,2.596168,7401
124_bc,US-GA-Atlanta,02-01-2011,,0.397864,,,,,
124_bc,US-IL-Chicago,08-01-2011,,0.408182,,,,,
124_bc,US-IL-Chicago,09-01-2011,,0.435015,68.000000,0.310304,0.684982,2.203620,
124_bc,US-IL-Chicago,12-01-2010,,0.403562,69.000000,0.513635,0.481840,2.198020,
124_bc,US-NY-NewYork,01-01-2011,2.518977,0.397516,96.000000,0.948253,0.040046,2.647581,863
124_bc,US-NY-NewYork,02-01-2011,2.528549,0.394616,96.000000,0.945444,0.039957,2.503891,442
124_bc,US-NY-NewYork,03-01-2011,2.261028,0.379087,96.000000,0.954756,0.030062,2.629371,257
124_bc,US-NY-NewYork,08-01-2010,,0.240216,,,,,
124_bc,US-NY-NewYork,09-01-2010,,0.271338,94.000000,0.639460,0.302304,1.493776,
124_bc,US-NY-NewYork,09-01-2011,,0.424360,,,,,
124_bc,US-NY-NewYork,10-01-2010,,0.325163,96.000000,0.782478,0.208041,1.556522,
124_bc,US-NY-NewYork,11-01-2010,2.579108,0.383664,98.000000,0.837782,0.149667,2.191142,298
124_bc,US-NY-NewYork,12-01-2010,2.884314,0.393012,95.000000,0.937836,0.046989,2.735883,872
124_bc,US-TX-Dallas,01-01-2011,,0.349969,85.500000,0.746072,0.241317,2.022831,
124_bc,US-TX-Dallas,02-01-2011,3.490943,0.389207,87.000000,0.834306,0.150294,2.340206,307
124_bc,US-TX-Dallas,07-01-2011,,0.403557,,,,,
124_bc,US-TX-Dallas,08-01-2010,,0.326148,,,,,
124_bc,US-TX-Dallas,08-01-2011,4.585162,0.401209,80.000000,0.911372,0.072500,3.022364,213
124_bc,US-TX-Dallas,09-01-2010,,0.340552,,,,,
124_bc,US-TX-Dallas,09-01-2011,4.110141,0.401087,80.000000,0.841451,0.147693,2.601990,241
124_bc,US-TX-Dallas,11-01-2010,,0.378605,84.000000,0.705393,0.278830,1.750000,
124_bc,US-TX-Dallas,12-01-2010,,0.390180,84.000000,0.583445,0.404764,1.867857,
124_bc,US-WA-Seattle,01-01-2010,4.649032,0.372314,57.000000,0.493389,0.499394,2.133544,538
124_bc,US-WA-Seattle,01-01-2011,4.874408,0.408715,50.000000,0.674607,0.315045,2.293435,4152
124_bc,US-WA-Seattle,02-01-2010,4.396872,0.401130,58.000000,0.534844,0.455931,2.658444,7437
124_bc,US-WA-Seattle,02-01-2011,5.080197,0.413063,32.000000,0.624362,0.362157,2.213996,7265
124_bc,US-WA-Seattle,03-01-2010,4.308022,0.403216,57.000000,0.536536,0.456526,2.614526,13418
124_bc,US-WA-Seattle,03-01-2011,5.329945,0.413886,28.000000,0.609924,0.375343,2.463869,9415
124_bc,US-WA-Seattle,04-01-2010,4.595128,0.407623,56.000000,0.537340,0.453822,2.654301,11739
124_bc,US-WA-Seattle,05-01-2010,4.844028,0.406196,56.000000,0.487285,0.503324,2.681585,11735
124_bc,US-WA-Seattle,06-01-2010,4.829634,0.406730,56.000000,0.586424,0.407124,2.845639,10290
124_bc,US-WA-Seattle,07-01-2010,4.948286,0.407364,55.000000,0.512975,0.479494,2.717238,8443
124_bc,US-WA-Seattle,07-01-2011,7.962408,0.471167,31.000000,0.534582,0.458861,2.652463,6519
124_bc,US-WA-Seattle,08-01-2010,4.542574,0.395625,56.000000,0.748473,0.233622,2.076354,16699
124_bc,US-WA-Seattle,08-01-2011,8.059323,0.444270,30.000000,0.626850,0.354843,2.839083,3255
124_bc,US-WA-Seattle,09-01-2010,4.255027,0.395232,56.000000,0.819029,0.169649,2.188949,16966
124_bc,US-WA-Seattle,09-01-2011,8.068603,0.533860,32.000000,0.619718,0.372609,2.827943,2762
124_bc,US-WA-Seattle,10-01-2010,4.247422,0.403448,55.000000,0.801170,0.185764,2.183568,11699
124_bc,US-WA-Seattle,11-01-2010,4.665275,0.407929,51.000000,0.706795,0.286595,2.142937,6884
124_bc,US-WA-Seattle,12-01-2010,4.827060,0.410227,51.000000,0.626217,0.368939,2.094871,1853
124_mb,US-IL-Chicago,01-01-2010,,0.339603,,,,,
124_mb,US-IL-Chicago,01-01-2011,3.586565,0.365575,35.000000,0.875100,0.117103,2.212086,1255
124_mb,US-IL-Chicago,02-01-2010,5.686795,0.360913,58.000000,0.488056,0.506987,2.600866,1893
124_mb,US-IL-Chicago,02-01-2011,3.365657,0.367590,36.000000,0.828915,0.161221,2.213434,625
124_mb,US-IL-Chicago,03-01-2010,5.308158,0.356614,49.000000,0.491879,0.503158,2.447832,2868
124_mb,US-IL-Chicago,03-01-2011,5.668184,0.390463,35.000000,0.546141,0.441940,2.555923,911
124_mb,US-IL-Chicago,04-01-2010,5.393451,0.360218,49.000000,0.488624,0.506805,2.471561,2445
124_mb,US-IL-Chicago,05-01-2010,5.335714,0.360914,49.000000,0.494979,0.500033,2.560656,2385
124_mb,US-IL-Chicago,06-01-2010,5.758887,0.360460,49.000000,0.522664,0.470845,2.686226,1968
124_mb,US-IL-Chicago,07-01-2010,5.617027,0.361216,48.000000,0.474979,0.519782,2.513158,1690
124_mb,US-IL-Chicago,07-01-2011,6.143891,0.495412,38.000000,0.541452,0.416065,2.293157,802
124_mb,US-IL-Chicago,08-01-2010,4.758372,0.350768,47.000000,0.634886,0.349818,1.902002,3116
124_mb,US-IL-Chicago,08-01-2011,5.860896,0.487593,38.000000,0.489820,0.455428,2.028275,640
124_mb,US-IL-Chicago,09-01-2010,5.239772,0.354135,32.000000,0.622891,0.369176,2.074627,2810
124_mb,US-IL-Chicago,09-01-2011,6.252493,0.556695,35.000000,0.641800,0.349521,2.016818,476
124_mb,US-IL-Chicago,10-01-2010,5.514193,0.360767,32.000000,0.616595,0.376859,2.018947,1238
124_mb,US-IL-Chicago,11-01-2010,5.368650,0.362070,35.000000,0.630764,0.347777,2.130493,984
124_mb,US-IL-Chicago,12-01-2010,5.290725,0.389434,33.000000,0.553493,0.430616,2.313043,1623
124_mb,US-NY-NewYork,01-01-2011,3.351775,0.341580,57.000000,0.952827,0.036348,1.847826,315
124_mb,US-NY-NewYork,02-01-2010,,0.326255,,,,,
124_mb,US-NY-NewYork,02-01-2011,,0.353932,59.000000,0.940026,0.047723,1.966019,
124_mb,US-NY-NewYork,03-01-2010,,0.247349,,,,,
124_mb,US-NY-NewYork,03-01-2011,,0.363798,,,,,
124_mb,US-NY-NewYork,04-01-2010,,0.248635,,,,,
124_mb,US-NY-NewYork,05-01-2010,,0.285935,,,,,
124_mb,US-NY-NewYork,08-01-2011,,0.391218,,,,,
124_mb,US-NY-NewYork,09-01-2010,,0.286250,,,,,
124_mb,US-NY-NewYork,09-01-2011,,0.401489,,,,,
124_mb,US-NY-NewYork,10-01-2010,,0.321270,,,,,
124_mb,US-NY-NewYork,11-01-2010,,0.362070,59.000000,0.549300,0.446717,1.484950,
124_mb,US-NY-NewYork,12-01-2010,4.092896,0.376790,56.000000,0.950703,0.038909,2.080000,310
124_mb,US-NY-NewYork-2,11-01-2010,,0.351229,60.000000,0.397707,0.595326,1.300000,
124_mb,US-TX-Dallas,01-01-2011,4.454946,0.336475,55.000000,0.700464,0.287383,2.613527,377
124_mb,US-TX-Dallas,02-01-2011,3.633671,0.361023,56.000000,0.847682,0.135955,2.801948,409
124_mb,US-TX-Dallas,03-01-2011,5.586579,0.380505,55.000000,0.752358,0.235040,3.060606,287
124_mb,US-TX-Dallas,07-01-2011,5.743928,0.404953,56.000000,0.918019,0.064872,3.325770,823
124_mb,US-TX-Dallas,08-01-2010,,0.339467,55.000000,0.729291,0.268236,1.558304,
124_mb,US-TX-Dallas,08-01-2011,5.679481,0.405020,56.000000,0.901023,0.083532,3.349497,1151
124_mb,US-TX-Dallas,09-01-2010,4.508510,0.307621,53.000000,0.822688,0.169561,2.354167,293
124_mb,US-TX-Dallas,09-01-2011,5.763961,0.410511,56.000000,0.946652,0.040851,3.437828,1256
124_mb,US-TX-Dallas,10-01-2010,4.333848,0.326581,54.000000,0.726145,0.266389,2.112971,306
124_mb,US-TX-Dallas,11-01-2010,4.276644,0.360180,59.000000,0.809122,0.184866,2.420576,799
124_mb,US-TX-Dallas,12-01-2010,4.787743,0.377858,54.000000,0.795301,0.197218,2.760479,439
124_mb,US-WA-Seattle,02-01-2010,,0.220826,,,,,
124_mb,US-WA-Seattle,02-01-2011,,0.332309,91.000000,0.853090,0.134065,1.928287,
124_mb,US-WA-Seattle,03-01-2010,,0.225349,95.000000,0.747663,0.227216,1.457143,
124_mb,US-WA-Seattle,03-01-2011,3.076001,0.387032,92.000000,0.902796,0.084162,1.883495,202
124_mb,US-WA-Seattle,04-01-2010,,0.205615,,,,,
124_mb,US-WA-Seattle,05-01-2010,,0.200963,,,,,
124_mb,US-WA-Seattle,06-01-2010,,0.221048,,,,,
124_mb,US-WA-Seattle,07-01-2010,,0.204545,,,,,
124_mb,US-WA-Seattle,08-01-2010,2.018009,0.281548,92.500000,0.831869,0.152678,1.533333,244
124_mb,US-WA-Seattle,10-01-2010,,0.336030,94.000000,0.870227,0.125401,1.436893,
124_mb,US-WA-Seattle,11-01-2010,,0.316941,,,,,
124_nb,US-FL-Miami,07-01-2011,,0.096772,157.000000,0.911439,0.076090,3.720648,
124_nb,US-FL-Miami,08-01-2011,4.187430,0.092708,156.000000,0.914042,0.073838,3.190789,231
124_nb,US-FL-Miami,09-01-2011,,0.102190,156.000000,0.820138,0.171935,3.497738,
124_nb,US-NY-NewYork,01-01-2011,4.005359,0.383043,60.000000,0.742975,0.243172,2.316434,1237
124_nb,US-NY-NewYork,02-01-2010,3.229520,0.388903,61.000000,0.089748,0.903688,2.350197,594
124_nb,US-NY-NewYork,02-01-2011,3.544883,0.379080,72.000000,0.765369,0.220478,2.239234,778
124_nb,US-NY-NewYork,03-01-2010,3.469270,0.384412,61.000000,0.093337,0.900458,2.331977,897
124_nb,US-NY-NewYork,03-01-2011,3.362443,0.399847,68.000000,0.857284,0.127047,2.272093,693
124_nb,US-NY-NewYork,04-01-2010,3.236551,0.389735,62.000000,0.090220,0.903475,2.223029,714
124_nb,US-NY-NewYork,05-01-2010,3.395095,0.364292,61.000000,0.092293,0.901577,2.439907,584
124_nb,US-NY-NewYork,06-01-2010,3.240128,0.375389,60.000000,0.087979,0.904999,2.513396,508
124_nb,US-NY-NewYork,07-01-2010,3.128721,0.369978,61.000000,0.086372,0.907118,2.417178,363
124_nb,US-NY-NewYork,07-01-2011,2.967778,0.401608,68.000000,0.909622,0.068483,2.428025,664
124_nb,US-NY-NewYork,08-01-2010,2.025353,0.393918,62.000000,0.104503,0.889075,1.759532,742
124_nb,US-NY-NewYork,08-01-2011,3.073519,0.382213,62.000000,0.917955,0.065124,2.598206,961
124_nb,US-NY-NewYork,09-01-2010,2.304012,0.368455,61.000000,0.151532,0.841317,1.900299,867
124_nb,US-NY-NewYork,09-01-2011,3.724894,0.402033,62.000000,0.797804,0.190172,2.322322,705
124_nb,US-NY-NewYork,10-01-2010,2.337539,0.349420,61.000000,0.117741,0.875379,1.951720,635
124_nb,US-NY-NewYork,11-01-2010,2.859798,0.354376,60.000000,0.156290,0.836181,1.901575,694
124_nb,US-NY-NewYork,12-01-2010,4.061532,0.343884,60.000000,0.578889,0.409508,2.292874,1030
124_nb,US-NY-NewYork-2,01-01-2011,4.953150,0.258071,58.000000,0.412489,0.582764,2.358650,807
124_nb,US-NY-NewYork-2,02-01-2010,3.802885,0.392504,52.000000,0.093948,0.900229,2.402872,524
124_nb,US-NY-NewYork-2,02-01-2011,5.095178,0.278904,56.000000,0.380155,0.612035,2.352041,547
124_nb,US-NY-NewYork-2,03-01-2010,3.718161,0.395004,51.000000,0.101241,0.892296,2.308999,992
124_nb,US-NY-NewYork-2,03-01-2011,4.770984,0.286480,57.000000,0.310134,0.672187,2.425474,590
124_nb,US-NY-NewYork-2,04-01-2010,4.273520,0.404376,54.000000,0.082866,0.911023,2.350539,592
124_nb,US-NY-NewYork-2,05-01-2010,3.640221,0.376900,56.000000,0.080459,0.912399,2.294001,464
124_nb,US-NY-NewYork-2,06-01-2010,3.286725,0.374176,55.000000,0.082681,0.910820,2.470098,429
124_nb,US-NY-NewYork-2,07-01-2010,3.265026,0.380818,55.000000,0.081658,0.912295,2.330565,375
124_nb,US-NY-NewYork-2,07-01-2011,3.656422,0.369391,79.000000,0.239412,0.753193,2.050228,343
124_nb,US-NY-NewYork-2,08-01-2010,3.156082,0.394610,56.000000,0.099206,0.894774,1.787749,698
124_nb,US-NY-NewYork-2,08-01-2011,3.524263,0.356760,67.000000,0.129011,0.863094,1.893275,300
124_nb,US-NY-NewYork-2,09-01-2010,3.693546,0.259736,59.000000,0.135221,0.855939,2.061685,848
124_nb,US-NY-NewYork-2,09-01-2011,4.651767,0.370050,53.000000,0.100210,0.893712,1.736111,295
124_nb,US-NY-NewYork-2,10-01-2010,3.951664,0.114250,60.000000,0.137580,0.855791,1.962218,928
124_nb,US-NY-NewYork-2,11-01-2010,4.260980,0.191288,59.000000,0.300757,0.681036,1.966864,879
124_nb,US-NY-NewYork-2,12-01-2010,5.078696,0.282454,58.000000,0.222028,0.762458,2.402013,752
124_nf,US-NY-NewYork,01-01-2011,3.341000,0.407009,64.000000,0.664249,0.325491,2.352601,726
124_nf,US-NY-NewYork,02-01-2010,3.825298,0.399515,80.000000,0.118186,0.874961,2.459459,253
124_nf,US-NY-NewYork,02-01-2011,3.374394,0.410546,62.000000,0.809029,0.178968,2.370031,495
124_nf,US-NY-NewYork,03-01-2010,4.292325,0.407740,80.000000,0.132744,0.860791,2.530584,616
124_nf,US-NY-NewYork,03-01-2011,2.809237,0.425902,61.000000,0.906857,0.082041,2.220561,452
124_nf,US-NY-NewYork,04-01-2010,4.493240,0.409927,79.000000,0.114510,0.879338,2.406084,504
124_nf,US-NY-NewYork,05-01-2010,4.420675,0.412177,78.000000,0.114242,0.879751,2.467511,428
124_nf,US-NY-NewYork,06-01-2010,4.065048,0.407036,79.000000,0.109672,0.884709,2.651042,320
124_nf,US-NY-NewYork,07-01-2010,3.107943,0.410616,79.000000,0.108261,0.885654,2.454930,223
124_nf,US-NY-NewYork,07-01-2011,2.654706,0.412234,62.000000,0.935057,0.045692,2.605096,393
124_nf,US-NY-NewYork,08-01-2010,3.326789,0.404553,74.000000,0.152866,0.837621,1.921847,453
124_nf,US-NY-NewYork,08-01-2011,2.709048,0.424111,57.000000,0.917718,0.069005,2.760773,588
124_nf,US-NY-NewYork,09-01-2010,3.039629,0.392366,75.000000,0.171064,0.818197,1.930950,525
124_nf,US-NY-NewYork,09-01-2011,3.185974,0.429520,51.000000,0.779751,0.202097,2.539763,425
124_nf,US-NY-NewYork,10-01-2010,3.623398,0.389440,65.000000,0.170195,0.825052,2.041766,370
124_nf,US-NY-NewYork,11-01-2010,2.995088,0.408560,64.000000,0.269307,0.712764,2.151553,368
124_nf,US-NY-NewYork,12-01-2010,3.939365,0.397122,65.000000,0.539602,0.453798,2.312775,537
124_nf,US-NY-NewYork-2,01-01-2011,3.636469,0.338733,60.000000,0.330835,0.650479,2.106926,438
124_nf,US-NY-NewYork-2,02-01-2010,2.771015,0.402369,61.500000,0.212667,0.774944,2.531881,645
124_nf,US-NY-NewYork-2,02-01-2011,4.810916,0.365597,58.000000,0.374950,0.604247,2.153169,307
124_nf,US-NY-NewYork-2,03-01-2010,3.564789,0.412317,61.000000,0.165785,0.825981,2.672593,669
124_nf,US-NY-NewYork-2,03-01-2011,4.156834,0.354552,60.000000,0.360270,0.630977,2.363914,354
124_nf,US-NY-NewYork-2,04-01-2010,4.128843,0.411305,59.000000,0.097799,0.895858,2.495606,442
124_nf,US-NY-NewYork-2,05-01-2010,4.283508,0.409743,56.000000,0.088040,0.905164,2.720848,377
124_nf,US-NY-NewYork-2,06-01-2010,4.710309,0.410775,57.000000,0.089981,0.903802,2.748510,287
124_nf,US-NY-NewYork-2,07-01-2010,4.151234,0.411732,57.000000,0.084560,0.908499,2.458728,232
