country,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
752,08-01-2011,7.937234,0.925287,33.000000,0.671645,0.318278,2.803358,32804
752,09-01-2010,6.599358,0.759634,32.000000,0.417819,0.569990,2.310533,41441
752,09-01-2011,8.534236,0.965417,33.000000,0.709086,0.279011,2.916377,29187
752,10-01-2010,6.634071,0.764297,32.000000,0.407481,0.582080,2.284844,38095
752,11-01-2010,6.615014,0.777893,33.000000,0.459880,0.530266,2.308683,35906
752,12-01-2010,6.600630,0.792998,34.000000,0.464604,0.525829,2.362266,34781
756,01-01-2010,4.263928,0.446163,33.000000,0.142482,0.848735,2.352941,573
756,01-01-2011,4.702810,0.483937,36.000000,0.222632,0.768106,2.581012,10057
756,02-01-2010,4.340124,0.448173,34.000000,0.167698,0.823928,2.748549,2196
756,02-01-2011,4.687261,0.493112,35.000000,0.216380,0.776673,2.596543,8044
756,03-01-2010,4.531392,0.450466,33.000000,0.105442,0.888441,2.683328,4398
756,03-01-2011,4.933220,0.522829,35.000000,0.184865,0.808328,2.786870,7463
756,04-01-2010,4.679585,0.451355,33.000000,0.085962,0.908254,2.834677,6473
756,05-01-2010,4.605684,0.452531,34.000000,0.087253,0.907390,2.946315,6572
756,06-01-2010,4.687328,0.453651,34.000000,0.094695,0.899667,3.154744,4966
756,07-01-2010,4.723585,0.454068,34.000000,0.086690,0.907749,2.978556,3970
756,07-01-2011,4.786446,0.710009,35.000000,0.333621,0.651695,2.920067,6758
756,08-01-2010,4.581870,0.447415,36.000000,0.196124,0.793744,2.322535,10199
756,08-01-2011,5.057799,0.739329,37.000000,0.336628,0.650406,3.011656,5647
756,09-01-2010,4.705895,0.449448,37.000000,0.245990,0.746578,2.506447,10042
756,09-01-2011,5.837293,0.862262,40.000000,0.307804,0.680339,3.019412,4561
756,10-01-2010,4.674809,0.451249,37.000000,0.169105,0.823622,2.450364,9801
756,11-01-2010,4.580288,0.458474,38.000000,0.213393,0.778214,2.475812,10144
756,12-01-2010,4.530179,0.469044,37.000000,0.248643,0.741575,2.545283,9842
792,01-01-2010,1.067438,0.297720,106.000000,0.936355,0.050120,1.512154,966
792,01-01-2011,0.736896,0.406968,140.000000,0.950120,0.032616,1.771841,47278
792,02-01-2010,0.885556,0.216608,138.000000,0.923345,0.059420,1.573211,9694
792,02-01-2011,0.822567,0.431373,141.000000,0.938218,0.044823,1.928131,45949
792,03-01-2010,0.844961,0.323718,142.000000,0.930218,0.054104,1.647862,19849
792,03-01-2011,1.129670,0.443837,131.000000,0.799083,0.182765,2.010369,38900
792,04-01-2010,0.822081,0.328146,144.000000,0.933249,0.050825,1.745589,41408
792,05-01-2010,0.848778,0.335446,142.000000,0.932942,0.052676,1.770760,52296
792,06-01-2010,1.220524,0.359877,134.000000,0.930335,0.056118,1.837345,48825
792,07-01-2010,1.338932,0.379754,134.000000,0.928584,0.057248,1.813221,41229
792,07-01-2011,2.320880,0.482745,120.000000,0.632091,0.357030,2.208573,26017
792,08-01-2010,0.878962,0.343277,135.000000,0.936079,0.048028,1.571073,33223
792,08-01-2011,2.096277,0.487539,126.000000,0.725759,0.262241,2.127395,27218
792,09-01-2010,0.934590,0.373738,142.000000,0.932388,0.051220,1.645075,34301
792,09-01-2011,2.383909,0.488296,126.000000,0.647268,0.341668,2.297778,23670
792,10-01-2010,0.807663,0.395967,138.000000,0.943132,0.039570,1.681036,41919
792,11-01-2010,0.792871,0.402352,136.000000,0.947620,0.035122,1.708023,43315
792,12-01-2010,0.768916,0.403394,141.000000,0.947033,0.036174,1.740311,43529
8,01-01-2011,0.442809,0.189900,138.000000,0.964454,0.007952,1.054832,1355
8,02-01-2010,0.482547,0.180239,125.000000,0.954554,0.009815,0.865330,321
8,02-01-2011,0.409600,0.194018,140.000000,0.963165,0.006126,1.025000,1290
8,03-01-2010,0.415140,0.177819,143.500000,0.957921,0.008153,0.630517,709
8,03-01-2011,0.489632,0.211500,133.000000,0.962813,0.012854,1.241181,1252
8,04-01-2010,0.492202,0.198904,136.000000,0.955748,0.011638,0.676491,1320
8,05-01-2010,0.505253,0.201183,130.000000,0.956958,0.014669,0.625172,1319
8,06-01-2010,0.525922,0.201168,126.000000,0.963828,0.003554,0.914479,1091
8,07-01-2010,0.521384,0.203865,128.500000,0.962786,0.001208,0.789954,1018
8,07-01-2011,0.751008,0.223550,117.000000,0.951735,0.026294,1.181250,942
8,08-01-2010,0.487765,0.280585,134.000000,0.963881,0.006784,0.873742,995
8,08-01-2011,0.779757,0.242303,125.000000,0.951939,0.024853,1.254377,853
8,09-01-2010,0.492186,0.269069,136.000000,0.960432,0.011025,0.911129,1105
8,09-01-2011,0.769060,0.248591,122.000000,0.954504,0.026241,1.373767,873
8,10-01-2010,0.489653,0.247699,125.000000,0.964316,0.010606,0.947264,1371
8,11-01-2010,0.557080,0.248402,127.000000,0.960673,0.012260,0.744712,1230
8,12-01-2010,0.521754,0.220523,136.000000,0.958762,0.014030,0.792491,1319
804,01-01-2010,0.970125,0.412109,82.000000,0.847257,0.138162,1.207773,9901
804,01-01-2011,1.461630,0.585554,116.000000,0.823417,0.163213,0.950815,99905
804,02-01-2010,0.946108,0.400319,104.000000,0.685606,0.300291,0.927432,26707
804,02-01-2011,1.612923,0.594685,105.000000,0.821121,0.165483,1.003919,88549
804,03-01-2010,0.946311,0.397943,107.000000,0.655006,0.331890,0.838147,54247
804,03-01-2011,1.847766,0.619190,99.000000,0.758359,0.229630,1.056275,85300
804,04-01-2010,0.952614,0.402315,113.000000,0.647231,0.339682,0.898362,87359
804,05-01-2010,0.955923,0.404424,115.000000,0.677017,0.309705,1.084379,90585
804,06-01-2010,1.043096,0.506258,113.000000,0.581020,0.408638,1.106526,80350
804,07-01-2010,1.336011,0.539995,111.000000,0.368844,0.616197,1.028149,73106
804,07-01-2011,2.370939,0.763469,94.000000,0.798277,0.190015,1.210041,61795
804,08-01-2010,1.549186,0.563037,107.000000,0.407550,0.580590,0.872487,57557
804,08-01-2011,2.085204,0.750401,98.000000,0.851728,0.135245,1.362515,59726
804,09-01-2010,1.389532,0.589836,110.000000,0.615981,0.373581,0.904562,65841
804,09-01-2011,2.296259,0.816824,100.000000,0.846728,0.141755,1.507093,55406
804,10-01-2010,1.438602,0.585582,111.000000,0.682037,0.305227,0.872730,75219
804,11-01-2010,1.636560,0.603337,110.000000,0.676171,0.312373,0.897180,73209
804,12-01-2010,1.598184,0.602574,109.000000,0.721997,0.265386,0.906540,85178
807,01-01-2010,,0.410439,,,,,
807,01-01-2011,2.103770,0.362164,111.000000,0.917787,0.070964,1.495562,5755
807,02-01-2010,2.438078,0.403166,68.000000,0.842331,0.148859,1.940932,843
807,02-01-2011,2.058827,0.400239,95.000000,0.909017,0.076134,1.457236,3082
807,03-01-2010,2.661603,0.398129,82.000000,0.798859,0.191080,1.768915,1542
807,03-01-2011,2.683196,0.419288,87.000000,0.904948,0.081382,1.459036,3267
807,04-01-2010,2.780107,0.408420,83.000000,0.781779,0.209287,1.687336,2679
807,05-01-2010,2.245323,0.402221,93.000000,0.895546,0.089631,1.770508,3083
807,06-01-2010,2.518472,0.402069,86.000000,0.837155,0.147963,1.896543,2742
807,07-01-2010,2.720202,0.402258,87.000000,0.816603,0.172201,1.725990,2403
807,07-01-2011,3.071791,0.433537,97.000000,0.817418,0.172922,1.655468,1906
807,08-01-2010,1.816593,0.394563,94.000000,0.884863,0.092822,1.630401,1840
807,08-01-2011,2.720083,0.457987,97.000000,0.900411,0.087253,1.607961,1926
807,09-01-2010,1.400259,0.387881,91.000000,0.905628,0.070831,1.353593,2194
807,09-01-2011,3.110219,0.469356,95.000000,0.906310,0.081982,1.970528,1846
807,10-01-2010,1.483094,0.395242,85.000000,0.907871,0.073710,1.596259,2315
807,11-01-2010,1.824178,0.398884,86.000000,0.890131,0.084811,1.522942,2123
807,12-01-2010,2.460311,0.405913,89.000000,0.892247,0.090045,1.641387,2827
826,01-01-2010,3.456549,0.359882,34.000000,0.592603,0.400055,2.101680,12552
826,01-01-2011,3.709111,0.432688,34.000000,0.694019,0.297660,2.450525,149819
826,02-01-2010,4.229693,0.386849,31.000000,0.448847,0.544258,2.622774,73601
826,02-01-2011,4.009539,0.476508,35.000000,0.679588,0.311897,2.248333,154569
826,03-01-2010,4.178245,0.389730,32.000000,0.540320,0.452572,2.597832,134827
826,03-01-2011,4.044526,0.492814,34.000000,0.655947,0.335800,2.322670,152901
826,04-01-2010,4.210566,0.391516,32.000000,0.587152,0.405267,2.634768,141878
826,05-01-2010,3.943828,0.396925,31.000000,0.642349,0.350307,2.715621,140407
826,06-01-2010,4.357812,0.400743,31.000000,0.573269,0.419494,2.872560,117017
826,07-01-2010,4.642288,0.401085,31.000000,0.492243,0.501551,2.662913,111917
826,07-01-2011,4.731790,0.556962,33.000000,0.503266,0.489723,2.517359,121939
826,08-01-2010,4.105894,0.387501,34.000000,0.701723,0.289686,2.179809,171633
826,08-01-2011,4.579309,0.561376,32.000000,0.547103,0.446173,2.540317,123836
826,09-01-2010,4.035435,0.392344,34.000000,0.735720,0.254598,2.282424,160627
826,09-01-2011,4.400960,0.568576,32.000000,0.583823,0.408924,2.627490,113057
826,10-01-2010,3.993078,0.400529,34.000000,0.683631,0.307779,2.279090,124122
826,11-01-2010,3.743192,0.405030,36.000000,0.693765,0.296882,2.300366,124254
826,12-01-2010,3.677736,0.413998,35.000000,0.721210,0.269180,2.464686,141293
840,01-01-2010,4.305757,0.610928,34.000000,0.532715,0.459651,2.222682,29093
840,01-01-2011,3.780577,0.716687,38.000000,0.817212,0.169330,2.405583,358051
840,02-01-2010,4.896822,0.759735,28.000000,0.471256,0.521843,2.842889,324234
840,02-01-2011,3.729375,0.704736,43.000000,0.811431,0.173622,2.513405,300666
840,03-01-2010,4.808316,0.763576,30.000000,0.404661,0.588235,2.663011,513636
840,03-01-2011,3.978320,0.720480,39.000000,0.807874,0.176144,2.582775,273828
840,04-01-2010,4.848121,0.762494,28.000000,0.389470,0.603257,2.728187,390992
840,05-01-2010,4.885395,0.763991,28.000000,0.385395,0.608073,2.792297,390436
840,06-01-2010,4.898706,0.760039,28.000000,0.386683,0.606691,2.838229,362607
840,07-01-2010,4.963069,0.731947,29.000000,0.382332,0.611135,2.750117,308765
840,07-01-2011,4.400694,0.781807,39.000000,0.810852,0.169260,2.786550,281965
840,08-01-2010,4.305716,0.751366,35.000000,0.610033,0.377941,2.207883,428832
840,08-01-2011,4.700354,0.796461,37.000000,0.825348,0.152985,2.842832,268402
840,09-01-2010,4.335064,0.760908,32.000000,0.648344,0.341725,2.282520,416822
840,09-01-2011,4.981471,0.804585,36.000000,0.783631,0.203319,2.858040,232362
840,10-01-2010,4.248034,0.745475,33.000000,0.597927,0.392376,2.248175,346696
840,11-01-2010,3.948101,0.732582,36.000000,0.622635,0.367219,2.285132,352733
840,12-01-2010,3.898946,0.713954,37.000000,0.763067,0.224571,2.433956,380550
