country,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
40,08-01-2011,4.954387,0.509277,44.000000,0.326247,0.661994,2.737088,6780
40,09-01-2010,3.661309,0.359847,43.000000,0.233257,0.756556,2.436876,10292
40,09-01-2011,4.966041,0.525100,45.000000,0.408423,0.580488,2.784629,6933
40,10-01-2010,3.838182,0.364797,42.000000,0.234810,0.756040,2.451243,10334
40,11-01-2010,3.734640,0.358684,43.000000,0.266908,0.723842,2.450902,10243
40,12-01-2010,3.450806,0.361237,45.000000,0.350635,0.639108,2.492539,10877
428,01-01-2010,1.897487,0.424651,55.500000,0.861014,0.127642,1.364398,1381
428,01-01-2011,3.086534,0.563682,49.000000,0.469963,0.524578,1.077975,6355
428,02-01-2010,2.478452,0.431953,54.000000,0.813606,0.171558,1.565063,4076
428,02-01-2011,3.333794,0.578766,49.000000,0.432731,0.550766,1.170915,5278
428,03-01-2010,2.777054,0.507672,51.000000,0.846551,0.142521,1.555137,9105
428,03-01-2011,3.590197,0.684061,46.000000,0.394277,0.593103,1.331399,5325
428,04-01-2010,2.350988,0.521514,47.000000,0.869098,0.121471,1.523113,12224
428,05-01-2010,3.107363,0.535604,43.000000,0.659037,0.332930,1.695047,10736
428,06-01-2010,3.727905,0.539273,43.000000,0.337113,0.654730,1.806109,9191
428,07-01-2010,3.988318,0.562476,44.000000,0.348642,0.645322,1.646376,7809
428,07-01-2011,4.411605,0.825019,49.000000,0.402664,0.585417,1.582360,3990
428,08-01-2010,3.571708,0.549149,46.000000,0.344295,0.646128,1.098674,5399
428,08-01-2011,4.387083,0.884508,47.000000,0.417649,0.571971,1.557169,3912
428,09-01-2010,3.607073,0.585841,45.000000,0.491686,0.496442,1.170528,5426
428,09-01-2011,4.530981,1.166303,49.000000,0.517288,0.467913,1.680396,3886
428,10-01-2010,3.582327,0.587077,48.000000,0.390125,0.601789,1.115105,5359
428,11-01-2010,2.997520,0.595858,47.000000,0.542127,0.448563,1.138764,5874
428,12-01-2010,2.971964,0.594242,48.000000,0.561658,0.426112,1.065294,6261
440,01-01-2010,1.458897,0.442611,55.000000,0.831223,0.153704,1.339117,1865
440,01-01-2011,3.940422,0.646748,43.000000,0.377864,0.610447,0.926506,11702
440,02-01-2010,1.629764,0.484682,53.000000,0.792592,0.196473,1.553735,5577
440,02-01-2011,3.933484,0.801433,43.000000,0.358355,0.631962,1.111821,10461
440,03-01-2010,1.927985,0.522946,46.000000,0.655582,0.336323,1.458720,12229
440,03-01-2011,4.237968,0.823162,43.000000,0.359697,0.630984,1.257417,10619
440,04-01-2010,1.973001,0.522978,43.000000,0.527372,0.463979,1.434705,16159
440,05-01-2010,3.801230,0.542701,40.000000,0.237116,0.755275,1.663354,13270
440,06-01-2010,3.773595,0.553735,40.000000,0.214940,0.776755,1.794154,12098
440,07-01-2010,3.893383,0.563213,39.000000,0.186217,0.801391,1.734642,9366
440,07-01-2011,6.098798,1.407660,44.000000,0.505203,0.485504,1.530758,7487
440,08-01-2010,3.787113,0.602835,43.000000,0.286269,0.705999,1.195576,5861
440,08-01-2011,5.146984,1.367469,43.000000,0.573876,0.419902,1.552455,7594
440,09-01-2010,3.685070,0.591720,43.000000,0.366907,0.622553,1.208921,6608
440,09-01-2011,6.884339,1.567574,44.000000,0.448119,0.542319,1.630667,7720
440,10-01-2010,3.755243,0.596497,44.000000,0.361518,0.624088,1.215563,6994
440,11-01-2010,3.722880,0.643924,42.000000,0.324419,0.665755,1.186151,7786
440,12-01-2010,3.917807,0.719141,43.000000,0.341096,0.648407,1.014571,10374
442,01-01-2010,,0.197094,,,,,
442,01-01-2011,4.120737,0.367967,36.000000,0.787763,0.193120,2.256907,1462
442,02-01-2010,2.361002,0.201119,49.000000,0.600237,0.393388,2.100162,426
442,02-01-2011,3.671297,0.379691,36.000000,0.878264,0.112374,2.236858,1209
442,03-01-2010,3.234087,0.261083,50.000000,0.565553,0.426886,2.037464,872
442,03-01-2011,4.344105,0.380531,35.000000,0.791020,0.188324,2.168722,1086
442,04-01-2010,3.972177,0.351983,43.000000,0.438631,0.555347,2.182429,1093
442,05-01-2010,4.297585,0.354584,35.000000,0.449006,0.545785,2.357930,1085
442,06-01-2010,4.603591,0.369163,41.000000,0.540617,0.454207,2.423846,841
442,07-01-2010,4.279816,0.362643,39.000000,0.513987,0.479612,2.314890,795
442,07-01-2011,4.591014,0.393267,36.000000,0.913649,0.067588,2.486772,1134
442,08-01-2010,4.436846,0.364210,41.000000,0.662549,0.323458,2.143666,1507
442,08-01-2011,4.593263,0.390023,37.000000,0.919398,0.069434,2.625339,853
442,09-01-2010,4.311448,0.361918,38.000000,0.720716,0.271276,2.266169,1602
442,09-01-2011,4.551090,0.397921,37.000000,0.928535,0.059226,2.828510,728
442,10-01-2010,4.234236,0.361481,36.000000,0.736151,0.253833,2.169700,1510
442,11-01-2010,3.946484,0.362171,38.000000,0.723406,0.266974,2.182378,1432
442,12-01-2010,3.970324,0.363347,37.000000,0.820863,0.164206,2.375185,1450
470,01-01-2011,1.686040,0.377085,133.000000,0.904367,0.079214,2.349146,1413
470,02-01-2010,3.165036,0.273002,82.000000,0.556888,0.433743,1.995489,363
470,02-01-2011,2.370326,0.381670,116.000000,0.874556,0.107923,2.503821,1115
470,03-01-2010,3.290927,0.281627,92.000000,0.398344,0.594099,2.123693,606
470,03-01-2011,2.026496,0.378112,120.000000,0.876825,0.103729,2.478261,1181
470,04-01-2010,3.203893,0.281667,124.000000,0.437188,0.558183,2.478900,853
470,05-01-2010,3.041309,0.281238,126.000000,0.413972,0.580673,2.190050,955
470,06-01-2010,3.117269,0.291797,123.000000,0.582136,0.412014,2.623368,809
470,07-01-2010,3.053204,0.290071,120.000000,0.730476,0.258332,2.760324,728
470,07-01-2011,3.197329,0.383448,108.000000,0.795203,0.193759,2.481985,982
470,08-01-2010,2.481050,0.281504,118.000000,0.795715,0.198210,2.039916,1502
470,08-01-2011,2.760504,0.386413,115.000000,0.917994,0.071571,2.616874,1100
470,09-01-2010,1.798665,0.278976,128.000000,0.868946,0.112664,2.122340,1742
470,09-01-2011,3.041977,0.383952,111.000000,0.899806,0.084604,2.334168,1199
470,10-01-2010,1.726216,0.287539,125.000000,0.885712,0.098330,2.281739,1504
470,11-01-2010,1.490606,0.375309,122.500000,0.913491,0.073877,2.422893,1396
470,12-01-2010,1.503425,0.379892,119.000000,0.912184,0.076348,2.315972,1350
484,01-01-2010,0.842802,0.179673,96.000000,0.661578,0.322295,1.906712,545
484,01-01-2011,0.736994,0.195650,102.000000,0.860398,0.119374,2.188431,14859
484,02-01-2010,0.965872,0.196482,89.000000,0.465948,0.523183,2.148725,9158
484,02-01-2011,0.844423,0.210205,92.000000,0.788246,0.192481,2.173139,11551
484,03-01-2010,0.994038,0.193395,88.000000,0.489662,0.498240,2.062876,13581
484,03-01-2011,0.841874,0.224048,90.000000,0.807369,0.172473,2.248595,11019
484,04-01-2010,0.965716,0.195868,89.000000,0.515343,0.471674,2.083863,12668
484,05-01-2010,1.028789,0.196708,88.000000,0.454539,0.534349,2.139278,12022
484,06-01-2010,0.961883,0.181484,91.000000,0.578172,0.409600,2.111835,10847
484,07-01-2010,0.797355,0.148553,96.000000,0.712146,0.274700,2.101554,10738
484,07-01-2011,1.341149,0.248274,86.000000,0.701460,0.280683,2.507361,10759
484,08-01-2010,0.859847,0.192175,98.000000,0.756658,0.226999,1.982891,15177
484,08-01-2011,1.480087,0.257933,80.000000,0.699609,0.283320,2.631760,9487
484,09-01-2010,0.840102,0.199093,104.000000,0.754628,0.229573,1.956516,15202
484,09-01-2011,1.553567,0.271474,78.000000,0.712787,0.271438,2.647233,9118
484,10-01-2010,0.835630,0.199908,98.000000,0.764886,0.216508,1.996818,14503
484,11-01-2010,0.796643,0.200818,95.000000,0.817888,0.162305,1.990356,15920
484,12-01-2010,0.815504,0.199055,102.000000,0.802379,0.177395,2.137868,13525
492,01-01-2011,,1.245258,63.000000,0.805626,0.186539,1.738916,
492,03-01-2011,,1.285780,64.500000,0.952946,0.038751,1.361386,
492,08-01-2010,,0.712690,61.500000,0.192658,0.803903,1.253906,
492,09-01-2010,7.937974,1.205980,63.000000,0.390569,0.604422,1.347701,230
492,10-01-2010,,1.246271,64.000000,0.368887,0.623238,1.284519,
492,11-01-2010,,1.146145,61.000000,0.588155,0.408237,1.191304,
492,12-01-2010,,1.285778,66.000000,0.466654,0.522614,1.104265,
498,01-01-2010,1.452619,0.536525,88.000000,0.849307,0.140348,0.621975,1135
498,01-01-2011,1.333966,0.534554,119.000000,0.840345,0.149020,0.800816,6815
498,02-01-2010,1.500575,0.522708,124.000000,0.669185,0.323291,0.718750,2606
498,02-01-2011,1.971598,0.562662,113.000000,0.739838,0.252700,0.821108,5580
498,03-01-2010,1.801424,0.528187,124.000000,0.594587,0.394280,0.704837,4969
498,03-01-2011,2.385093,0.577793,112.000000,0.680259,0.309548,0.965504,4957
498,04-01-2010,1.833927,0.520240,127.000000,0.701976,0.287065,0.765510,9623
498,05-01-2010,1.652835,0.522353,130.000000,0.773724,0.212881,1.005803,10181
498,06-01-2010,2.110279,0.522925,125.000000,0.590329,0.397620,1.046449,8683
498,07-01-2010,2.154413,0.522926,125.000000,0.416975,0.572777,1.084332,6804
498,07-01-2011,2.951206,0.560645,101.000000,0.744013,0.245029,1.156942,3959
498,08-01-2010,2.104452,0.523029,123.000000,0.310142,0.681342,0.731335,3994
498,08-01-2011,2.431383,0.566994,109.000000,0.824149,0.166425,1.264116,3667
498,09-01-2010,1.672941,0.536344,123.000000,0.699112,0.290366,0.740244,4136
498,09-01-2011,2.907977,0.610249,101.000000,0.789444,0.199720,1.435752,3185
498,10-01-2010,1.475442,0.521352,124.000000,0.808303,0.178136,0.711766,4937
498,11-01-2010,1.708374,0.522798,119.000000,0.811124,0.178622,0.733689,4927
498,12-01-2010,1.698284,0.540189,112.000000,0.827102,0.159028,0.744766,6177
528,01-01-2010,7.673571,0.684217,22.000000,0.137670,0.855745,2.335984,4021
528,01-01-2011,5.568657,0.722424,20.000000,0.635800,0.353627,2.490451,67687
528,02-01-2010,7.560243,0.687199,22.000000,0.098703,0.895578,2.708328,29673
528,02-01-2011,5.541921,0.723286,22.000000,0.680299,0.310827,2.525833,58500
528,03-01-2010,7.610305,0.700708,22.000000,0.076154,0.916683,2.547495,40079
528,03-01-2011,5.669649,0.726572,21.000000,0.737141,0.251232,2.605141,53122
528,04-01-2010,7.622021,0.705462,21.000000,0.069102,0.925869,2.602133,44883
528,05-01-2010,7.434654,0.708686,21.000000,0.065971,0.928964,2.705618,45316
528,06-01-2010,7.442629,0.716313,21.000000,0.064634,0.930166,2.954560,35097
528,07-01-2010,7.495120,0.715146,21.000000,0.059360,0.935078,2.784693,29638
528,07-01-2011,6.757382,0.764642,20.000000,0.322838,0.670348,2.742533,45673
528,08-01-2010,6.682095,0.709828,22.000000,0.094105,0.900394,2.224132,50957
528,08-01-2011,7.053811,0.791932,20.000000,0.331881,0.661987,2.772916,41730
528,09-01-2010,6.846480,0.712258,21.000000,0.100427,0.894234,2.351302,52236
528,09-01-2011,7.628017,0.800172,20.000000,0.286555,0.706823,2.920975,33720
528,10-01-2010,6.817387,0.713539,21.000000,0.094291,0.900215,2.378832,52684
528,11-01-2010,6.260294,0.714555,20.000000,0.149172,0.844788,2.420679,54803
528,12-01-2010,5.610043,0.719408,20.000000,0.577697,0.413388,2.464364,65461
554,01-01-2010,0.580491,0.329959,215.000000,0.886914,0.084393,2.030504,564
554,01-01-2011,2.992908,0.462413,70.000000,0.922006,0.061162,2.268142,8842
554,02-01-2010,0.910935,0.364613,189.000000,0.900104,0.078592,2.475499,5135
554,02-01-2011,2.396576,0.459388,72.000000,0.913439,0.066369,2.220773,6694
554,03-01-2010,0.869635,0.361398,187.000000,0.901309,0.075131,2.479376,9167
554,03-01-2011,2.706799,0.479548,68.000000,0.935362,0.048616,2.427649,7489
554,04-01-2010,0.787156,0.356919,192.000000,0.899575,0.076266,2.398701,9303
554,05-01-2010,0.878399,0.307635,190.000000,0.895170,0.081014,2.452001,8605
554,06-01-2010,1.205023,0.323734,194.000000,0.888687,0.086186,2.575030,7809
554,07-01-2010,1.265724,0.329176,202.000000,0.884607,0.089461,2.537267,6507
554,07-01-2011,3.426220,0.532157,69.000000,0.930552,0.052553,2.529311,7114
554,08-01-2010,1.233847,0.370007,206.000000,0.871888,0.100459,2.009028,7976
554,08-01-2011,4.186812,0.563427,63.000000,0.943536,0.041534,2.470719,6325
554,09-01-2010,1.522358,0.392435,191.000000,0.880567,0.095484,2.079319,9079
554,09-01-2011,4.228074,0.584402,61.000000,0.946521,0.039672,2.522295,4199
554,10-01-2010,1.761983,0.413208,127.000000,0.885428,0.089726,2.012707,8297
554,11-01-2010,2.900007,0.455585,72.000000,0.909820,0.072961,2.048701,8122
554,12-01-2010,3.032391,0.464805,71.000000,0.907540,0.076249,2.213282,8228
56,01-01-2010,3.816832,0.348940,29.000000,0.113087,0.880169,2.052133,663
56,01-01-2011,2.628512,0.720165,39.000000,0.777213,0.211545,2.571190,24244
56,02-01-2010,3.837937,0.354780,34.000000,0.272134,0.721781,2.712770,6889
56,02-01-2011,2.358026,0.773206,40.000000,0.833086,0.155453,2.661635,21042
56,03-01-2010,4.006890,0.357308,34.000000,0.308546,0.683063,2.663030,13398
56,03-01-2011,2.646166,0.818552,33.000000,0.662439,0.325161,2.818749,17059
56,04-01-2010,4.879156,0.359199,38.000000,0.210872,0.780926,2.701439,14113
56,05-01-2010,4.975680,0.385584,38.000000,0.232361,0.757080,2.790221,15994
56,06-01-2010,5.063967,0.402392,38.000000,0.237397,0.752910,2.910253,12341
56,07-01-2010,5.740334,0.442143,39.000000,0.205282,0.785410,2.813835,10578
56,07-01-2011,6.806787,0.925434,22.000000,0.287480,0.705789,2.870168,14601
56,08-01-2010,4.419743,0.569546,51.000000,0.251415,0.738760,2.340845,18274
56,08-01-2011,5.827251,0.952087,22.000000,0.275704,0.717737,2.840727,11668
56,09-01-2010,4.663169,0.572640,44.000000,0.255220,0.734500,2.474821,17242
56,09-01-2011,6.901701,0.965370,22.000000,0.269817,0.721026,2.733878,7271
56,10-01-2010,4.801998,0.655053,39.000000,0.257045,0.733691,2.554295,18392
56,11-01-2010,3.818689,0.662918,39.000000,0.331026,0.660404,2.496946,22496
56,12-01-2010,2.517219,0.710717,39.000000,0.757721,0.230995,2.586602,24483
578,01-01-2010,4.886561,0.490985,51.000000,0.219112,0.770845,2.515312,1437
578,01-01-2011,4.713995,0.593309,40.000000,0.338253,0.649804,2.448761,16129
578,02-01-2010,5.220386,0.552607,47.000000,0.234209,0.758318,2.932667,8314
578,02-01-2011,4.201115,0.601844,41.000000,0.308382,0.681787,2.386960,14186
578,03-01-2010,4.919608,0.544476,46.000000,0.166408,0.824187,2.881497,14446
578,03-01-2011,4.421205,0.608855,40.000000,0.321430,0.667229,2.497603,13949
578,04-01-2010,4.903633,0.543547,43.000000,0.156281,0.834776,2.915051,17692
578,05-01-2010,5.190411,0.554671,42.000000,0.159978,0.831222,3.008116,16893
578,06-01-2010,5.736052,0.561746,40.000000,0.157711,0.834353,3.383864,15069
578,07-01-2010,5.670096,0.551322,38.000000,0.145159,0.846775,3.189229,12937
578,07-01-2011,5.462010,0.678398,40.000000,0.226928,0.765569,2.817113,11118
578,08-01-2010,4.854572,0.575225,40.000000,0.270688,0.718034,2.296421,18871
578,08-01-2011,5.579890,0.767113,38.000000,0.284660,0.708002,2.984680,12867
578,09-01-2010,4.487583,0.592699,40.000000,0.303795,0.685049,2.371398,18534
578,09-01-2011,6.236179,0.832296,38.000000,0.290437,0.699993,3.056178,12007
578,10-01-2010,4.595473,0.570014,40.000000,0.242058,0.748286,2.397376,16785
578,11-01-2010,4.612040,0.579622,41.000000,0.251452,0.739090,2.329916,14945
578,12-01-2010,4.653726,0.566555,40.000000,0.328348,0.662251,2.423195,15082
616,01-01-2010,1.422184,0.223830,59.000000,0.524806,0.466512,1.354521,4402
616,01-01-2011,1.934223,0.368336,50.000000,0.555155,0.432651,1.378942,67207
616,02-01-2010,1.363473,0.222174,69.000000,0.464282,0.526086,1.248592,22396
616,02-01-2011,2.005602,0.385167,51.000000,0.465824,0.522702,1.439980,57907
616,03-01-2010,1.835165,0.229884,54.500000,0.287531,0.702322,1.359288,47725
616,03-01-2011,2.461878,0.401302,50.000000,0.455097,0.532792,1.585685,56258
616,04-01-2010,1.863966,0.227778,53.000000,0.249537,0.740804,1.462449,59736
616,05-01-2010,1.926017,0.229369,50.000000,0.215632,0.774226,1.516409,60655
616,06-01-2010,1.987631,0.231890,50.000000,0.200593,0.788722,1.664591,48532
616,07-01-2010,1.963495,0.230779,50.000000,0.187992,0.800945,1.562244,43731
616,07-01-2011,2.658577,0.413835,48.000000,0.398585,0.589349,1.769133,43095
616,08-01-2010,1.894782,0.267649,51.000000,0.275069,0.714598,1.307288,43261
616,08-01-2011,2.923562,0.420844,47.000000,0.350113,0.635813,1.748247,36105
616,09-01-2010,1.934942,0.328310,51.000000,0.330968,0.657188,1.374516,47908
616,09-01-2011,3.145339,0.435417,48.000000,0.445746,0.542000,2.007179,38115
616,10-01-2010,2.029784,0.345556,51.000000,0.345214,0.643383,1.394750,54244
616,11-01-2010,1.934541,0.353306,50.000000,0.394140,0.595184,1.350168,57404
616,12-01-2010,1.936316,0.361612,51.000000,0.435435,0.551970,1.409058,60230
620,01-01-2010,4.345083,0.409494,55.000000,0.433723,0.557159,2.533239,9496
620,01-01-2011,3.466548,0.453823,57.000000,0.633184,0.358073,2.168862,26623
620,02-01-2010,4.306048,0.416668,56.000000,0.575212,0.415064,2.703728,13562
620,02-01-2011,3.246844,0.416016,60.000000,0.644787,0.344704,2.170970,23006
620,03-01-2010,2.419826,0.350363,56.000000,0.820998,0.168064,2.614469,29016
620,03-01-2011,3.423836,0.412305,61.000000,0.721351,0.269415,2.317556,24491
620,04-01-2010,2.217584,0.332965,57.000000,0.852976,0.136556,2.697166,38195
620,05-01-2010,3.443142,0.402382,57.000000,0.750458,0.240427,3.014558,33149
620,06-01-2010,3.955476,0.409562,57.000000,0.697529,0.293309,3.163853,31682
620,07-01-2010,4.267183,0.411280,57.000000,0.548668,0.442117,2.940596,27512
620,07-01-2011,4.437997,0.468576,59.000000,0.509586,0.481215,2.469159,18662
620,08-01-2010,3.892304,0.412103,57.000000,0.558251,0.433064,2.364419,26489
620,08-01-2011,4.162557,0.475598,62.000000,0.500362,0.489289,2.490001,12459
620,09-01-2010,3.310270,0.410164,59.000000,0.726997,0.262909,2.468156,34977
620,09-01-2011,3.904852,0.473964,66.000000,0.540915,0.447344,2.419744,8458
620,10-01-2010,3.049464,0.412192,58.000000,0.786834,0.202937,2.529257,42669
620,11-01-2010,3.051979,0.421078,56.000000,0.711409,0.279225,2.282106,32367
620,12-01-2010,3.228524,0.442005,58.000000,0.723927,0.266235,2.157425,30003
642,01-01-2010,4.607332,0.884750,57.000000,0.315683,0.676606,1.339876,4915
642,01-01-2011,4.238002,0.965158,86.000000,0.389654,0.600436,1.500135,43097
642,02-01-2010,4.618034,0.965127,67.000000,0.310160,0.681621,1.638475,21237
642,02-01-2011,4.740822,1.206680,80.000000,0.334689,0.656400,1.506414,36925
642,03-01-2010,4.653240,1.085497,76.000000,0.246709,0.744125,1.640802,34146
642,03-01-2011,5.344876,1.408256,77.000000,0.323539,0.668390,1.593553,35155
642,04-01-2010,4.510269,1.126164,82.000000,0.255144,0.737081,1.638779,57814
642,05-01-2010,5.228375,1.326256,69.000000,0.246394,0.745657,1.737055,62669
642,06-01-2010,4.859775,1.206619,86.000000,0.230158,0.760792,1.772670,54221
642,07-01-2010,4.550621,1.085590,93.000000,0.186821,0.802857,1.658289,44035
642,07-01-2011,5.578377,1.527797,74.000000,0.458717,0.533038,1.735169,32504
642,08-01-2010,4.172270,1.005444,103.000000,0.192561,0.798348,1.396476,24889
642,08-01-2011,4.639219,1.526508,78.000000,0.660954,0.330595,1.770198,29695
642,09-01-2010,4.041824,1.045695,107.000000,0.231717,0.759729,1.400436,27415
642,09-01-2011,6.462131,1.808653,75.000000,0.541592,0.450390,1.940962,27308
642,10-01-2010,4.068710,1.082141,103.000000,0.249884,0.740559,1.428091,30898
642,11-01-2010,4.283502,1.005564,89.000000,0.268073,0.721635,1.428894,30148
642,12-01-2010,4.429095,0.965551,84.000000,0.317553,0.671535,1.497849,37433
688,05-01-2010,,0.168975,,,,,
688,06-01-2010,,0.167882,,,,,
688,07-01-2010,,0.169776,,,,,
70,01-01-2010,,0.085807,90.000000,0.814960,0.178320,0.802817,
70,01-01-2011,0.750225,0.138275,83.000000,0.911181,0.068095,1.253556,2631
70,02-01-2010,0.708607,0.112534,78.000000,0.837750,0.148854,0.668998,592
70,02-01-2011,0.828797,0.146688,81.000000,0.909981,0.072363,1.212199,2518
70,03-01-2010,0.803646,0.130318,80.000000,0.824728,0.164647,1.254187,1126
70,03-01-2011,1.044364,0.161873,80.000000,0.926986,0.056162,1.429102,3678
70,04-01-2010,0.841659,0.134830,77.000000,0.808728,0.176533,1.093903,1901
70,05-01-2010,0.850943,0.136929,79.000000,0.902722,0.082408,1.254863,2168
70,06-01-2010,0.901483,0.139298,83.000000,0.878257,0.107399,1.201190,1896
70,07-01-2010,0.844532,0.134808,90.000000,0.908716,0.072902,1.095553,1649
70,07-01-2011,1.414528,0.157298,74.000000,0.945876,0.042273,1.318494,2413
70,08-01-2010,0.741462,0.135645,91.000000,0.944818,0.035441,1.163636,1903
70,08-01-2011,1.425556,0.162690,75.000000,0.949682,0.036596,1.264178,2242
70,09-01-2010,0.707499,0.128267,95.000000,0.933691,0.045120,1.207950,1748
70,09-01-2011,1.451706,0.168403,76.000000,0.950007,0.037313,1.511619,2030
70,10-01-2010,0.783421,0.137208,88.000000,0.908166,0.068893,1.123821,1788
70,11-01-2010,0.705777,0.130300,86.000000,0.921851,0.062135,1.110495,2222
70,12-01-2010,0.752881,0.141383,80.000000,0.921006,0.056953,1.192783,2299
703,01-01-2010,2.221126,0.269677,46.000000,0.842808,0.151097,1.558938,961
703,01-01-2011,2.230485,0.309659,47.000000,0.853359,0.139327,1.612897,14809
703,02-01-2010,2.199631,0.273215,51.000000,0.816234,0.174855,1.466726,3147
703,02-01-2011,2.215467,0.363895,49.000000,0.858793,0.133762,1.621956,14730
703,03-01-2010,2.235567,0.281640,46.000000,0.808145,0.180698,1.562660,8046
703,03-01-2011,2.251051,0.381655,48.000000,0.856712,0.135967,1.727524,13611
703,04-01-2010,2.247918,0.277506,45.000000,0.837521,0.155369,1.675329,11338
703,05-01-2010,2.269099,0.281632,43.000000,0.845121,0.146740,1.840764,11493
703,06-01-2010,2.255011,0.281423,42.000000,0.843260,0.149626,1.897373,9918
703,07-01-2010,2.228932,0.280418,43.000000,0.830611,0.160947,1.847839,9614
703,07-01-2011,2.283656,0.396916,47.000000,0.851736,0.141176,1.815140,12124
703,08-01-2010,2.199656,0.280332,46.000000,0.844048,0.148468,1.501223,9116
703,08-01-2011,2.294444,0.405952,46.000000,0.851128,0.142129,1.846404,9886
703,09-01-2010,2.183224,0.283333,45.000000,0.859583,0.132345,1.610399,10230
703,09-01-2011,2.313474,0.445203,47.000000,0.852612,0.140653,2.145330,8773
703,10-01-2010,2.196418,0.284170,46.000000,0.854295,0.138763,1.566281,10947
703,11-01-2010,2.230281,0.283866,46.000000,0.851864,0.141212,1.543145,11373
703,12-01-2010,2.224097,0.288989,47.000000,0.851846,0.141227,1.543824,13260
705,01-01-2010,3.454782,0.352250,50.000000,0.169947,0.820980,1.956603,748
705,01-01-2011,2.845603,0.436310,46.000000,0.198520,0.792659,1.517892,6765
705,02-01-2010,3.260615,0.406906,53.000000,0.255183,0.733051,2.175150,2402
705,02-01-2011,2.710090,0.432050,48.000000,0.201745,0.788270,1.467530,6093
705,03-01-2010,3.586154,0.474577,46.000000,0.159403,0.832267,2.314984,6099
705,03-01-2011,3.038170,0.436640,48.000000,0.193433,0.797730,1.604917,5628
705,04-01-2010,3.501823,0.419235,45.000000,0.135066,0.856909,2.379724,8106
705,05-01-2010,3.559344,0.419790,45.000000,0.128886,0.863489,2.404682,8274
705,06-01-2010,3.552907,0.423528,40.000000,0.111773,0.879115,2.741953,6813
705,07-01-2010,3.460628,0.414636,41.000000,0.111518,0.880366,2.492289,5807
705,07-01-2011,3.561308,0.652495,51.000000,0.269180,0.720690,1.841222,6203
705,08-01-2010,2.954777,0.408407,44.000000,0.145857,0.844028,1.522675,4846
705,08-01-2011,3.603273,0.643512,48.000000,0.272088,0.715971,1.901198,5228
705,09-01-2010,2.673992,0.412906,44.000000,0.166350,0.823763,1.498138,5276
705,09-01-2011,3.745833,0.675795,48.000000,0.238804,0.750586,1.966492,4697
705,10-01-2010,2.854460,0.416494,44.000000,0.145038,0.848134,1.549909,5439
705,11-01-2010,2.910352,0.425623,43.000000,0.192137,0.799023,1.626915,6068
705,12-01-2010,2.532089,0.421907,45.000000,0.217682,0.772608,1.594656,6339
724,01-01-2010,2.853995,0.215599,79.000000,0.155174,0.835359,1.497760,2472
724,01-01-2011,2.890462,0.391675,78.000000,0.333201,0.658343,1.588189,51340
724,02-01-2010,2.606423,0.212779,79.000000,0.152254,0.837314,1.402097,16063
724,02-01-2011,3.226157,0.402936,77.000000,0.319192,0.671245,1.654629,41913
724,03-01-2010,2.708171,0.214254,78.000000,0.140326,0.850557,1.428623,32850
724,03-01-2011,3.331328,0.406670,76.000000,0.417132,0.573466,1.809868,42622
724,04-01-2010,2.893850,0.216337,76.000000,0.144157,0.847372,1.541617,46843
724,05-01-2010,3.287992,0.260132,75.000000,0.135772,0.856699,1.658919,43144
724,06-01-2010,3.469152,0.339731,75.000000,0.138676,0.853218,1.861622,35557
724,07-01-2010,3.596298,0.354134,75.000000,0.139092,0.852888,1.823440,30484
724,07-01-2011,3.863557,0.428504,75.000000,0.338543,0.653108,2.045698,34401
724,08-01-2010,2.912934,0.357309,77.000000,0.218027,0.771071,1.431363,48542
724,08-01-2011,3.342728,0.421566,79.000000,0.373586,0.616014,1.999548,22095
724,09-01-2010,2.995073,0.369076,76.000000,0.289584,0.699262,1.493841,55579
724,09-01-2011,3.226900,0.429945,87.000000,0.302115,0.686186,1.729248,12487
724,10-01-2010,3.107998,0.377469,76.000000,0.294229,0.695407,1.506090,57588
724,11-01-2010,3.132873,0.386917,77.000000,0.243596,0.746633,1.487227,51356
724,12-01-2010,3.078132,0.389766,78.000000,0.248907,0.740032,1.501112,50613
752,01-01-2010,6.471837,0.729890,45.000000,0.450658,0.536488,2.459714,2893
752,01-01-2011,6.530460,0.800466,34.000000,0.445478,0.544514,2.354693,38502
752,02-01-2010,7.146140,0.764524,42.000000,0.428594,0.564879,2.900822,19374
752,02-01-2011,6.406329,0.787207,35.000000,0.541473,0.447343,2.426804,32497
752,03-01-2010,7.061158,0.771451,37.000000,0.259707,0.732390,2.858389,35042
752,03-01-2011,6.666647,0.844217,34.000000,0.557178,0.429506,2.577678,32108
752,04-01-2010,7.215335,0.764122,33.000000,0.224917,0.767551,2.915220,45486
752,05-01-2010,7.219399,0.763439,31.000000,0.241874,0.750835,2.976802,46587
752,06-01-2010,7.412264,0.761953,31.000000,0.247844,0.745237,3.294722,39460
752,07-01-2010,6.980052,0.739613,31.000000,0.237593,0.754661,3.054461,33871
752,07-01-2011,7.176629,0.860685,37.000000,0.623851,0.364394,2.766668,31489
752,08-01-2010,6.638477,0.745882,31.000000,0.340017,0.651258,2.194090,42175
