region,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
36_qld,09-01-2011,4.771111,0.432345,45.000000,0.746608,0.241053,2.978332,10236
36_qld,10-01-2010,3.770670,0.363533,47.000000,0.687383,0.301532,2.345065,13132
36_qld,11-01-2010,3.418448,0.362208,48.000000,0.695596,0.291656,2.406276,12089
36_qld,12-01-2010,3.419998,0.381060,48.000000,0.668317,0.318804,2.482034,12445
36_sa,01-01-2010,,0.186928,248.000000,0.749212,0.224560,2.530822,
36_sa,01-01-2011,3.049672,0.477468,56.000000,0.754973,0.228964,2.398903,5471
36_sa,02-01-2010,1.084130,0.240133,224.000000,0.811300,0.156035,2.829557,2635
36_sa,02-01-2011,2.611818,0.461518,60.000000,0.752237,0.227233,2.272918,4634
36_sa,03-01-2010,1.089025,0.229393,222.000000,0.756441,0.209129,2.689046,4035
36_sa,03-01-2011,3.409174,0.487392,56.000000,0.703536,0.281134,2.537827,4822
36_sa,04-01-2010,0.993732,0.231853,221.000000,0.780048,0.188193,2.486868,4293
36_sa,05-01-2010,1.226300,0.243142,222.000000,0.768831,0.203653,2.642534,4041
36_sa,06-01-2010,2.708878,0.311037,72.000000,0.757882,0.224180,2.780788,4150
36_sa,07-01-2010,3.450202,0.415097,64.000000,0.640154,0.349870,2.702613,3600
36_sa,07-01-2011,3.044265,0.483179,59.000000,0.775798,0.199257,2.739770,5261
36_sa,08-01-2010,2.860790,0.395287,64.000000,0.680411,0.306188,2.171540,5745
36_sa,08-01-2011,3.691356,0.525994,55.000000,0.801756,0.185848,2.770757,4692
36_sa,09-01-2010,3.226552,0.447305,54.000000,0.744965,0.239452,2.347384,5999
36_sa,09-01-2011,3.506465,0.526280,55.000000,0.819697,0.165229,2.821990,4365
36_sa,10-01-2010,3.250786,0.473518,56.000000,0.773466,0.209439,2.269896,6038
36_sa,11-01-2010,3.116621,0.464059,56.000000,0.765918,0.215904,2.328758,5214
36_sa,12-01-2010,3.009785,0.473327,56.000000,0.754827,0.230462,2.404418,5307
36_tas,01-01-2011,3.418551,0.421183,56.000000,0.728968,0.262381,2.314889,1275
36_tas,02-01-2010,0.981135,0.170672,225.000000,0.747117,0.233821,2.821721,612
36_tas,02-01-2011,2.597399,0.395549,58.000000,0.813083,0.166536,2.473562,1201
36_tas,03-01-2010,1.072058,0.176056,222.000000,0.621909,0.352500,2.733732,875
36_tas,03-01-2011,3.584033,0.467192,56.000000,0.805314,0.179838,2.607832,1163
36_tas,04-01-2010,1.067161,0.178627,221.500000,0.669631,0.310616,2.544195,912
36_tas,05-01-2010,0.897045,0.181599,223.000000,0.741039,0.234704,2.412286,984
36_tas,06-01-2010,2.801003,0.264106,71.000000,0.781419,0.205617,2.693919,997
36_tas,07-01-2010,3.171793,0.271027,63.000000,0.847511,0.135944,2.977456,898
36_tas,07-01-2011,2.886886,0.442516,57.000000,0.902644,0.077224,2.851926,1125
36_tas,08-01-2010,2.845163,0.274557,62.000000,0.822708,0.158368,2.245976,1374
36_tas,08-01-2011,4.224260,0.502882,54.000000,0.903449,0.084172,2.826394,1035
36_tas,09-01-2010,2.791764,0.321932,57.000000,0.844091,0.137186,2.268635,1463
36_tas,09-01-2011,4.853027,0.482093,53.000000,0.882844,0.099724,3.050038,958
36_tas,10-01-2010,3.411981,0.360477,56.000000,0.799138,0.182237,2.513347,1293
36_tas,11-01-2010,3.471944,0.321518,58.000000,0.599892,0.389116,2.549133,1137
36_tas,12-01-2010,3.190561,0.423041,57.000000,0.624262,0.366541,2.494900,1261
36_vic,01-01-2010,1.117867,0.192915,239.000000,0.756297,0.215193,2.433547,625
36_vic,01-01-2011,4.002141,0.409392,40.000000,0.667414,0.321785,2.322122,18811
36_vic,02-01-2010,1.123863,0.223815,208.000000,0.816351,0.154564,2.709083,8938
36_vic,02-01-2011,3.426325,0.406523,42.000000,0.731243,0.252002,2.359838,15659
36_vic,03-01-2010,1.270144,0.224432,207.000000,0.771601,0.199429,2.717735,14138
36_vic,03-01-2011,4.095125,0.413297,39.000000,0.761857,0.224315,2.504550,16389
36_vic,04-01-2010,1.206976,0.234903,208.000000,0.737803,0.240225,2.527420,13664
36_vic,05-01-2010,1.189364,0.258373,211.000000,0.737581,0.236979,2.468973,13711
36_vic,06-01-2010,3.059284,0.342888,60.000000,0.727212,0.260112,2.729167,14350
36_vic,07-01-2010,4.189281,0.389976,51.000000,0.697365,0.292256,2.696179,13007
36_vic,07-01-2011,3.168649,0.411582,45.000000,0.819134,0.159748,2.652936,17166
36_vic,08-01-2010,3.782039,0.392002,48.000000,0.716126,0.269072,2.190383,20060
36_vic,08-01-2011,4.298577,0.442784,39.000000,0.793115,0.191300,2.767700,15142
36_vic,09-01-2010,4.217980,0.399791,39.000000,0.743023,0.241264,2.264826,20482
36_vic,09-01-2011,4.338090,0.458809,39.000000,0.808131,0.177935,2.754484,14548
36_vic,10-01-2010,4.056382,0.406921,40.000000,0.696499,0.290673,2.203936,18866
36_vic,11-01-2010,3.859624,0.406939,41.000000,0.676515,0.311943,2.266289,17720
36_vic,12-01-2010,3.999116,0.408964,41.000000,0.641963,0.343899,2.279340,17096
36_wa,01-01-2010,1.199167,0.195026,284.000000,0.655407,0.317634,2.652068,226
36_wa,01-01-2011,2.584281,0.434436,82.000000,0.661005,0.323375,2.257838,7314
36_wa,02-01-2010,1.044866,0.241500,253.000000,0.610449,0.365989,2.649596,2622
36_wa,02-01-2011,2.218297,0.425060,85.000000,0.715695,0.259586,2.197889,5766
36_wa,03-01-2010,1.101104,0.239196,262.000000,0.566261,0.408074,2.720282,3962
36_wa,03-01-2011,2.653111,0.447830,83.000000,0.770934,0.210642,2.419975,6189
36_wa,04-01-2010,1.070591,0.241494,263.000000,0.628447,0.341668,2.682083,4482
36_wa,05-01-2010,1.452829,0.260477,261.000000,0.547514,0.426549,2.686709,4263
36_wa,06-01-2010,2.669033,0.370018,98.000000,0.688111,0.293398,2.707447,5005
36_wa,07-01-2010,3.087504,0.408807,84.000000,0.715234,0.270220,2.631198,4965
36_wa,07-01-2011,2.231707,0.416914,87.000000,0.824092,0.153544,2.638285,6664
36_wa,08-01-2010,2.745118,0.396264,85.000000,0.708945,0.275386,2.092788,7560
36_wa,08-01-2011,2.998736,0.444052,83.000000,0.852722,0.126245,2.642825,6191
36_wa,09-01-2010,2.963357,0.408057,80.000000,0.707813,0.277494,2.137978,7632
36_wa,09-01-2011,3.038587,0.457042,83.000000,0.865955,0.114171,2.776064,5835
36_wa,10-01-2010,2.954290,0.429173,81.000000,0.687416,0.293898,2.212218,7596
36_wa,11-01-2010,2.934304,0.441169,82.000000,0.622554,0.358998,2.232646,6689
36_wa,12-01-2010,2.687231,0.434964,82.000000,0.664627,0.320283,2.203694,6799
372_c,01-01-2011,3.477362,0.350121,41.000000,0.682644,0.314233,2.235172,656
372_c,02-01-2010,2.846633,0.266229,43.000000,0.506068,0.481124,2.178744,270
372_c,02-01-2011,3.343449,0.354632,42.000000,0.788204,0.205401,2.173349,632
372_c,03-01-2010,2.551687,0.267324,40.000000,0.504256,0.488174,2.198661,579
372_c,03-01-2011,3.876659,0.364690,35.000000,0.905451,0.086712,2.271557,625
372_c,04-01-2010,2.786993,0.268148,40.500000,0.454135,0.542179,1.871739,593
372_c,05-01-2010,3.685289,0.267551,34.000000,0.397078,0.588657,2.333716,546
372_c,06-01-2010,4.518587,0.271579,33.000000,0.436792,0.557235,2.587808,423
372_c,07-01-2010,3.615347,0.327433,31.000000,0.228026,0.766977,2.183486,359
372_c,07-01-2011,2.887573,0.362961,40.000000,0.481154,0.511165,2.557845,359
372_c,08-01-2010,2.500929,0.268372,40.000000,0.527220,0.465864,1.883408,716
372_c,08-01-2011,3.855602,0.364346,38.500000,0.434273,0.558678,2.647391,410
372_c,09-01-2010,2.762713,0.340059,37.000000,0.517532,0.470149,1.877026,685
372_c,09-01-2011,4.333850,0.377761,37.000000,0.406479,0.589901,2.613569,389
372_c,10-01-2010,3.266825,0.334841,39.000000,0.514245,0.474748,2.097156,556
372_c,11-01-2010,3.177912,0.360743,39.000000,0.551981,0.428188,2.165161,511
372_c,12-01-2010,3.129427,0.331733,43.000000,0.512711,0.480936,2.105521,516
372_d,01-01-2010,3.192424,0.265432,41.000000,0.447620,0.549265,1.971034,440
372_d,01-01-2011,3.513935,0.350268,47.000000,0.296588,0.691728,2.309244,5851
372_d,02-01-2010,3.657769,0.267252,46.000000,0.333737,0.656619,2.401190,3026
372_d,02-01-2011,3.366162,0.355806,47.000000,0.338309,0.651352,2.353285,5445
372_d,03-01-2010,3.488923,0.265472,48.000000,0.322040,0.669860,2.348949,5456
372_d,03-01-2011,3.448604,0.360445,44.000000,0.338441,0.652482,2.458733,4996
372_d,04-01-2010,3.543264,0.266583,47.000000,0.344157,0.645842,2.313151,5725
372_d,05-01-2010,3.785935,0.267899,47.000000,0.255753,0.734168,2.420575,4874
372_d,06-01-2010,4.132956,0.269281,45.000000,0.291435,0.699240,2.623354,3903
372_d,07-01-2010,4.004049,0.274362,45.000000,0.259759,0.729881,2.396909,3859
372_d,07-01-2011,4.133035,0.366204,46.000000,0.319222,0.671956,2.559634,4256
372_d,08-01-2010,3.364672,0.302964,45.000000,0.343305,0.643034,2.022754,6576
372_d,08-01-2011,4.174463,0.365701,44.000000,0.308308,0.682513,2.646081,4048
372_d,09-01-2010,3.130350,0.316251,45.000000,0.309925,0.679124,2.102101,6191
372_d,09-01-2011,4.404959,0.430772,44.000000,0.304792,0.686105,2.767000,3731
372_d,10-01-2010,3.220947,0.330904,46.000000,0.277405,0.710205,2.168596,4697
372_d,11-01-2010,2.886461,0.333574,49.000000,0.293572,0.697158,2.100083,4290
372_d,12-01-2010,2.675267,0.341649,48.000000,0.308510,0.680422,2.352336,5083
372_dl,03-01-2010,,0.242991,,,,,
372_dl,04-01-2010,,0.238422,,,,,
372_dl,05-01-2010,,0.244839,,,,,
372_dl,06-01-2010,,0.233126,,,,,
372_dl,08-01-2010,,0.238581,,,,,
372_g,01-01-2011,3.222568,0.753597,29.000000,0.342161,0.651560,1.994585,300
372_g,02-01-2010,,0.369849,27.000000,0.643275,0.349608,1.889328,
372_g,02-01-2011,2.409340,0.761921,28.000000,0.259603,0.733410,2.081818,286
372_g,03-01-2010,2.901780,0.267182,38.000000,0.577899,0.417748,2.213235,270
372_g,03-01-2011,3.963334,0.763830,26.000000,0.389089,0.602800,2.248908,268
372_g,04-01-2010,4.121749,0.302020,25.000000,0.744778,0.250917,2.166038,382
372_g,05-01-2010,3.059473,0.274095,27.000000,0.742638,0.252309,2.289700,326
372_g,06-01-2010,4.025196,0.272553,32.000000,0.755362,0.241127,2.822157,247
372_g,07-01-2010,5.340514,0.369330,30.000000,0.624880,0.361815,2.558074,242
372_g,07-01-2011,3.641245,1.166799,30.000000,0.412200,0.580102,2.616000,224
372_g,08-01-2010,2.589708,0.287385,35.000000,0.688019,0.296860,1.928952,386
372_g,08-01-2011,6.384459,1.567597,28.000000,0.326784,0.668110,2.559809,227
372_g,09-01-2010,2.425193,0.324636,37.500000,0.585549,0.398104,2.030488,317
372_g,09-01-2011,7.242170,1.567747,29.000000,0.367046,0.626660,2.491803,242
372_g,10-01-2010,2.572975,0.405003,31.000000,0.317341,0.672010,1.723744,248
372_g,11-01-2010,2.487726,0.414905,32.000000,0.349563,0.646636,2.113514,310
372_g,12-01-2010,1.944858,0.434507,35.000000,0.477293,0.512254,2.312160,316
372_lk,01-01-2011,2.813572,0.275253,44.000000,0.526180,0.462386,2.399408,426
372_lk,02-01-2010,2.913480,0.265552,42.500000,0.474793,0.520182,1.814465,207
372_lk,02-01-2011,2.267098,0.273258,49.000000,0.672098,0.320823,2.182344,465
372_lk,03-01-2010,2.553228,0.266264,44.000000,0.437756,0.556681,1.807396,395
372_lk,03-01-2011,2.329322,0.326977,43.000000,0.475541,0.515222,2.084685,338
372_lk,04-01-2010,2.513493,0.263411,45.000000,0.513629,0.474951,2.180251,401
372_lk,05-01-2010,2.530602,0.266193,44.000000,0.356916,0.639352,2.111864,339
372_lk,06-01-2010,3.494300,0.269758,33.000000,0.274667,0.713799,2.665934,248
372_lk,07-01-2010,3.733768,0.268148,30.000000,0.419992,0.572729,2.315421,251
372_lk,07-01-2011,3.033596,0.351268,44.000000,0.432290,0.558855,2.621212,304
372_lk,08-01-2010,2.370167,0.265944,44.000000,0.406980,0.585700,1.909677,451
372_lk,08-01-2011,2.489921,0.324651,43.000000,0.432839,0.560988,2.439306,293
372_lk,09-01-2010,2.445150,0.272466,43.000000,0.378698,0.614600,2.028728,418
372_lk,09-01-2011,4.013102,0.362146,43.500000,0.497504,0.498255,2.696737,310
372_lk,10-01-2010,2.353652,0.269511,43.000000,0.282404,0.701326,2.019538,318
372_lk,11-01-2010,2.440905,0.268386,48.000000,0.546731,0.441304,1.831633,368
372_lk,12-01-2010,2.082777,0.272000,48.000000,0.564042,0.432350,2.069919,398
372_so,01-01-2011,,0.268909,46.000000,0.492396,0.481919,2.204651,
372_so,02-01-2011,,0.262665,,,,,
372_so,03-01-2010,,0.249532,,,,,
372_so,03-01-2011,,0.265075,,,,,
372_so,04-01-2010,,0.245648,,,,,
372_so,05-01-2010,,0.247469,,,,,
372_so,07-01-2011,,0.270152,,,,,
372_so,08-01-2010,,0.245495,,,,,
372_so,08-01-2011,,0.270839,,,,,
372_so,09-01-2010,,0.256697,,,,,
372_so,09-01-2011,,0.298451,,,,,
372_so,11-01-2010,,0.250254,,,,,
372_so,12-01-2010,,0.247259,,,,,
372_wd,01-01-2011,,0.825059,24.000000,0.875825,0.116072,2.549180,
372_wd,03-01-2010,,0.697256,22.000000,0.750633,0.245360,2.301802,
372_wd,03-01-2011,,0.965873,,,,,
372_wd,04-01-2010,,0.652684,,,,,
372_wd,05-01-2010,,0.643725,,,,,
372_wd,08-01-2010,,0.580501,23.000000,0.748320,0.247432,2.087963,
372_wd,09-01-2010,,0.632946,24.000000,0.625428,0.371021,2.154812,
372_wd,10-01-2010,,0.762199,22.000000,0.436855,0.558095,2.262376,
372_wd,12-01-2010,,0.922073,26.000000,0.689941,0.306326,2.393519,
380_al,01-01-2011,1.686222,0.263752,71.000000,0.879383,0.104204,1.798226,327
380_al,02-01-2010,,0.286019,,,,,
380_al,02-01-2011,2.105895,0.239707,73.000000,0.743941,0.248030,1.816121,263
380_al,03-01-2010,,0.285119,72.000000,0.600365,0.390603,1.460843,
380_al,03-01-2011,2.611004,0.279380,70.000000,0.858994,0.135967,1.614035,279
380_al,04-01-2010,2.159009,0.265142,73.000000,0.666990,0.328537,1.910230,308
380_al,05-01-2010,2.499414,0.281613,75.000000,0.839738,0.153332,2.347921,295
380_al,06-01-2010,3.471873,0.277315,76.000000,0.808092,0.175109,2.157333,242
380_al,07-01-2010,,0.276089,76.000000,0.786869,0.198740,2.211604,
380_al,07-01-2011,,0.306578,70.000000,0.734485,0.258548,1.739286,
380_al,08-01-2010,2.832113,0.279049,75.000000,0.789973,0.196508,2.040964,262
380_al,08-01-2011,,0.300454,78.000000,0.921669,0.065433,2.063107,
380_al,09-01-2010,2.658196,0.261802,74.000000,0.903299,0.070627,1.732759,322
380_al,09-01-2011,,0.275281,,,,,
380_al,10-01-2010,2.260216,0.277245,76.000000,0.845715,0.124799,1.849524,365
380_al,11-01-2010,2.233034,0.266819,73.000000,0.878290,0.103694,1.971053,263
380_al,12-01-2010,1.783988,0.253805,79.000000,0.834507,0.149759,1.688095,275
380_an,01-01-2010,1.636369,0.267772,78.000000,0.894599,0.090548,1.554896,231
380_an,01-01-2011,2.265277,0.288622,82.000000,0.834900,0.150240,1.884950,3109
380_an,02-01-2010,1.868340,0.284163,82.000000,0.842970,0.140110,1.631579,936
380_an,02-01-2011,2.547582,0.295829,80.000000,0.711173,0.276458,1.957714,2153
380_an,03-01-2010,2.103991,0.281435,83.000000,0.786216,0.196316,1.924364,1824
380_an,03-01-2011,2.844670,0.297623,80.000000,0.766859,0.221580,1.990805,2299
380_an,04-01-2010,2.336895,0.282501,80.000000,0.717113,0.273573,1.790245,2628
380_an,05-01-2010,2.564579,0.281586,79.000000,0.691789,0.300515,2.042167,2805
380_an,06-01-2010,2.896165,0.285322,80.000000,0.644736,0.344337,2.192177,2160
380_an,07-01-2010,2.663062,0.281758,81.000000,0.748041,0.241502,2.095916,1684
380_an,07-01-2011,3.106446,0.299927,85.000000,0.699398,0.293296,2.230137,1354
380_an,08-01-2010,2.669880,0.278948,83.000000,0.764010,0.215093,1.787673,1964
380_an,08-01-2011,2.375676,0.297798,97.000000,0.825520,0.162588,2.078905,1211
380_an,09-01-2010,2.451227,0.287365,82.000000,0.798705,0.182755,1.710997,2627
380_an,09-01-2011,2.626578,0.300949,102.000000,0.874648,0.109332,2.338443,1224
380_an,10-01-2010,2.370662,0.282885,82.000000,0.795334,0.188929,1.638179,2790
380_an,11-01-2010,2.304028,0.289518,79.000000,0.785947,0.195501,1.744338,2740
380_an,12-01-2010,2.271898,0.292830,82.000000,0.761202,0.223591,1.643220,2790
380_ap,01-01-2011,1.645584,0.288581,84.500000,0.858298,0.123887,1.803807,466
380_ap,02-01-2010,,0.279087,,,,,
380_ap,02-01-2011,2.095321,0.282265,84.000000,0.896281,0.089145,2.071856,359
380_ap,03-01-2010,1.889463,0.281588,85.000000,0.700810,0.287536,1.486005,241
380_ap,03-01-2011,2.237033,0.301158,81.000000,0.757018,0.231990,1.848739,326
380_ap,04-01-2010,2.634176,0.281451,81.000000,0.656714,0.339194,1.574539,367
380_ap,05-01-2010,2.503335,0.287904,81.000000,0.639353,0.344468,2.052448,351
380_ap,06-01-2010,2.947921,0.294921,79.000000,0.390280,0.605195,2.056645,267
380_ap,07-01-2010,2.657396,0.287516,83.000000,0.731427,0.257141,1.987437,254
380_ap,07-01-2011,2.732278,0.304800,90.000000,0.825116,0.161455,2.000000,206
380_ap,08-01-2010,2.280912,0.265553,83.000000,0.663265,0.326498,1.713592,246
380_ap,08-01-2011,,0.308983,96.000000,0.886803,0.093484,2.374517,
380_ap,09-01-2010,2.401037,0.294060,81.000000,0.825299,0.163515,1.986590,337
380_ap,09-01-2011,,0.311994,100.500000,0.896740,0.088912,2.765217,
380_ap,10-01-2010,2.600145,0.281558,84.000000,0.798185,0.196187,1.675385,427
380_ap,11-01-2010,2.028871,0.294995,84.500000,0.867366,0.113442,2.055891,484
380_ap,12-01-2010,1.784467,0.289615,84.000000,0.844340,0.140297,1.597064,423
380_aq,04-01-2010,,0.241763,,,,,
380_aq,05-01-2010,,0.264515,,,,,
380_aq,10-01-2010,,0.265918,,,,,
380_aq,11-01-2010,,0.223343,,,,,
380_ar,01-01-2011,,0.201060,,,,,
380_ar,02-01-2011,,0.189058,,,,,
380_ar,03-01-2010,,0.208571,,,,,
380_ar,03-01-2011,,0.204936,,,,,
380_ar,04-01-2010,,0.223112,80.000000,0.798913,0.195101,1.935323,
380_ar,05-01-2010,,0.252884,83.000000,0.809032,0.183503,1.985981,
380_ar,06-01-2010,,0.219665,,,,,
380_ar,07-01-2010,,0.154731,,,,,
380_ar,08-01-2010,,0.174122,,,,,
380_ar,09-01-2010,,0.180710,,,,,
380_ar,10-01-2010,,0.185002,,,,,
380_ar,11-01-2010,,0.189521,73.000000,0.906286,0.078429,1.495098,
380_at,03-01-2010,,0.295695,,,,,
380_at,04-01-2010,,0.286495,,,,,
380_at,05-01-2010,,0.277457,,,,,
380_at,06-01-2010,,0.281036,,,,,
380_at,08-01-2010,,0.239528,,,,,
380_at,10-01-2010,,0.254432,,,,,
380_at,12-01-2010,,0.300942,,,,,
380_av,04-01-2010,,0.247042,,,,,
380_av,05-01-2010,,0.271478,,,,,
380_av,06-01-2010,,0.285479,,,,,
380_av,10-01-2010,,0.241763,,,,,
380_av,11-01-2010,,0.227908,,,,,
380_av,12-01-2010,,0.246565,,,,,
380_ba,01-01-2010,2.196883,0.272532,79.000000,0.542166,0.446106,1.392727,321
380_ba,01-01-2011,1.602996,0.287914,92.000000,0.860882,0.124161,1.859184,4628
380_ba,02-01-2010,2.317815,0.277949,85.000000,0.708815,0.265789,1.669706,1477
380_ba,02-01-2011,2.007428,0.291580,90.000000,0.784506,0.200255,1.853303,3341
380_ba,03-01-2010,2.660645,0.277842,84.000000,0.582707,0.408134,1.778564,2663
380_ba,03-01-2011,2.252869,0.296754,90.000000,0.827945,0.157914,2.046863,3524
380_ba,04-01-2010,2.818965,0.279630,86.000000,0.715378,0.273804,2.019440,4247
380_ba,05-01-2010,2.779036,0.277868,87.000000,0.701439,0.290014,1.981366,4418
380_ba,06-01-2010,2.891751,0.279945,87.000000,0.629785,0.358201,1.965456,3417
380_ba,07-01-2010,2.887127,0.283675,86.000000,0.644866,0.347638,2.117609,2737
380_ba,07-01-2011,3.428268,0.307409,85.000000,0.673466,0.313195,2.205561,2869
380_ba,08-01-2010,3.007765,0.287645,86.000000,0.702969,0.279378,1.896491,3130
380_ba,08-01-2011,2.917540,0.309068,98.000000,0.834383,0.149880,2.312364,2461
380_ba,09-01-2010,2.362090,0.281478,88.000000,0.800175,0.182793,1.850516,3686
380_ba,09-01-2011,2.736347,0.308012,104.000000,0.843299,0.144185,2.217331,2447
380_ba,10-01-2010,2.296104,0.284990,88.000000,0.760567,0.227017,1.835572,3858
380_ba,11-01-2010,2.264175,0.284208,88.000000,0.794829,0.191619,1.604229,4113
380_ba,12-01-2010,2.007374,0.284980,90.000000,0.779486,0.206401,1.764831,3873
380_bg,01-01-2010,2.380174,0.281570,70.000000,0.692893,0.297773,1.183486,414
380_bg,01-01-2011,1.801519,0.281611,77.000000,0.799456,0.184307,1.907857,4301
380_bg,02-01-2010,2.108619,0.269933,74.000000,0.643309,0.340600,1.852839,1598
380_bg,02-01-2011,1.891790,0.284225,80.000000,0.724804,0.259180,1.820827,3465
380_bg,03-01-2010,1.965183,0.269014,73.000000,0.499600,0.490084,1.748031,2533
380_bg,03-01-2011,2.430839,0.295229,79.000000,0.708628,0.281485,2.026617,3283
380_bg,04-01-2010,2.380568,0.277892,72.000000,0.594968,0.394951,2.012160,3605
380_bg,05-01-2010,2.610770,0.277690,73.000000,0.560690,0.431929,2.008512,3555
380_bg,06-01-2010,2.869741,0.277041,73.000000,0.424385,0.565310,2.219422,2624
380_bg,07-01-2010,2.875406,0.278202,73.000000,0.430319,0.561594,2.041161,2125
380_bg,07-01-2011,2.666588,0.307657,72.000000,0.759112,0.227287,2.232360,2251
380_bg,08-01-2010,2.467216,0.276100,73.000000,0.526626,0.458334,1.749055,2763
380_bg,08-01-2011,2.653174,0.308164,81.000000,0.863671,0.120568,2.323775,1924
380_bg,09-01-2010,2.218129,0.275230,73.000000,0.625934,0.360577,1.690592,3077
380_bg,09-01-2011,2.552329,0.307112,95.000000,0.883857,0.101556,2.451177,1754
380_bg,10-01-2010,2.187138,0.274144,75.000000,0.747832,0.240463,1.899185,3671
380_bg,11-01-2010,1.815959,0.278945,75.000000,0.706076,0.277861,1.770189,3680
380_bg,12-01-2010,2.011775,0.283158,75.000000,0.763024,0.223592,1.837557,3763
380_bi,01-01-2011,1.938552,0.260424,74.000000,0.884396,0.090040,1.785256,213
380_bi,02-01-2011,,0.261781,77.000000,0.925124,0.067141,1.769231,
380_bi,03-01-2010,,0.261960,76.000000,0.862795,0.111093,1.270270,
380_bi,03-01-2011,,0.262051,75.000000,0.928394,0.062799,2.029046,
380_bi,04-01-2010,2.011215,0.262022,74.000000,0.846959,0.145758,1.618056,203
380_bi,05-01-2010,2.076633,0.267025,72.000000,0.720021,0.264394,1.984177,214
380_bi,06-01-2010,,0.260270,74.000000,0.866707,0.111461,2.094421,
380_bi,07-01-2010,,0.259289,,,,,
380_bi,07-01-2011,,0.274233,,,,,
380_bi,08-01-2010,,0.262716,79.000000,0.879281,0.087091,1.785185,
380_bi,09-01-2010,,0.262143,76.000000,0.902945,0.073700,1.621818,
380_bi,10-01-2010,,0.261806,78.000000,0.860804,0.129605,1.515679,
380_bi,11-01-2010,,0.260253,76.000000,0.865393,0.120303,1.336283,
380_bi,12-01-2010,,0.257935,77.000000,0.851658,0.096651,1.910035,
380_bn,01-01-2011,,0.193257,,,,,
380_bn,04-01-2010,,0.249349,,,,,
380_bn,05-01-2010,,0.242264,,,,,
380_bn,06-01-2010,,0.204225,,,,,
380_bn,11-01-2010,,0.200874,,,,,
380_bn,12-01-2010,,0.193179,,,,,
380_bo,01-01-2010,2.179148,0.281554,73.000000,0.884093,0.092307,1.730159,342
380_bo,01-01-2011,1.959322,0.295936,83.000000,0.894031,0.091856,1.870382,4273
380_bo,02-01-2010,2.076373,0.282394,78.000000,0.850626,0.127789,1.758735,1412
380_bo,02-01-2011,2.459191,0.309763,81.000000,0.853478,0.131404,1.925603,2954
380_bo,03-01-2010,2.133705,0.292329,80.000000,0.850951,0.133629,1.856713,2931
380_bo,03-01-2011,2.591903,0.313000,80.000000,0.921751,0.063877,2.223282,3297
380_bo,04-01-2010,2.413773,0.303727,78.000000,0.775846,0.211002,1.975337,3693
380_bo,05-01-2010,2.195926,0.300374,79.000000,0.845298,0.142916,2.008462,3676
380_bo,06-01-2010,2.869468,0.298694,79.500000,0.715939,0.270502,2.200849,2869
380_bo,07-01-2010,2.805039,0.300408,80.000000,0.792956,0.197487,2.130918,2277
380_bo,07-01-2011,3.325600,0.315720,76.000000,0.868030,0.118746,2.362148,2953
380_bo,08-01-2010,2.698332,0.294784,80.000000,0.844321,0.133284,1.807749,3195
380_bo,08-01-2011,2.748113,0.317646,87.000000,0.867505,0.113673,2.243235,2242
380_bo,09-01-2010,2.266403,0.299527,79.000000,0.895030,0.088121,1.661331,3814
380_bo,09-01-2011,2.673703,0.319492,93.000000,0.885170,0.101496,2.294505,2434
380_bo,10-01-2010,2.151552,0.298366,79.000000,0.870399,0.114310,1.685258,3948
380_bo,11-01-2010,2.164592,0.300179,79.000000,0.881069,0.099403,1.738552,3901
380_bo,12-01-2010,2.221619,0.302278,81.000000,0.819784,0.163998,1.759652,3594
380_br,01-01-2011,,0.262865,92.000000,0.918985,0.068062,1.441176,
380_br,02-01-2011,,0.275399,97.000000,0.800951,0.190154,1.961722,
380_br,03-01-2010,,0.283853,,,,,
380_br,03-01-2011,,0.261126,92.000000,0.822285,0.140349,1.660194,
380_br,04-01-2010,,0.297219,93.000000,0.764211,0.225173,2.427419,
380_br,05-01-2010,,0.263729,93.000000,0.871617,0.103295,2.050909,
380_br,06-01-2010,,0.283627,,,,,
380_br,07-01-2010,,0.256400,,,,,
380_br,07-01-2011,,0.311689,87.000000,0.915520,0.069578,2.769608,
380_br,08-01-2010,,0.265719,,,,,
380_br,08-01-2011,,0.307749,,,,,
380_br,09-01-2010,,0.282047,97.000000,0.923109,0.064115,1.861789,
380_br,09-01-2011,,0.310160,,,,,
380_br,10-01-2010,,0.273436,98.000000,0.851742,0.136214,1.742972,
380_br,11-01-2010,,0.260782,98.000000,0.845729,0.140302,1.645455,
380_br,12-01-2010,,0.249429,98.000000,0.815201,0.164818,1.315126,
380_bs,01-01-2010,1.871543,0.269954,69.000000,0.521142,0.473698,1.489194,302
380_bs,01-01-2011,1.898388,0.287398,72.000000,0.844909,0.142362,1.699739,4114
380_bs,02-01-2010,2.143544,0.276884,73.000000,0.645591,0.340312,1.792677,1281
380_bs,02-01-2011,1.957742,0.290347,73.000000,0.843110,0.137309,1.815188,2973
380_bs,03-01-2010,2.322244,0.278849,72.000000,0.533697,0.458276,1.687208,2457
380_bs,03-01-2011,2.403027,0.298616,73.000000,0.861904,0.120643,2.040282,3039
