region,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
840_az,11-01-2010,3.045818,0.663855,68.000000,0.845469,0.141188,2.142879,8848
840_az,12-01-2010,3.015582,0.685996,68.000000,0.905772,0.079352,2.434389,9217
840_ca,01-01-2010,3.491685,0.683997,26.000000,0.535839,0.455823,2.209343,4313
840_ca,01-01-2011,2.848843,0.763614,32.000000,0.695962,0.291079,2.365185,55076
840_ca,02-01-2010,4.385944,0.764583,24.000000,0.521424,0.472241,2.843512,45940
840_ca,02-01-2011,2.828610,0.763723,33.000000,0.658071,0.327253,2.412105,45740
840_ca,03-01-2010,4.436016,0.764466,25.000000,0.292792,0.700410,2.710772,69848
840_ca,03-01-2011,3.015967,0.766917,32.000000,0.606119,0.377323,2.492371,39287
840_ca,04-01-2010,4.532556,0.764190,24.000000,0.310706,0.681542,2.750603,58382
840_ca,05-01-2010,4.329249,0.764536,24.000000,0.284820,0.707889,2.790466,55508
840_ca,06-01-2010,4.440780,0.764619,24.000000,0.303604,0.689634,2.858685,52677
840_ca,07-01-2010,4.839302,0.764593,24.000000,0.340081,0.652559,2.759913,47992
840_ca,07-01-2011,3.904309,0.785555,31.000000,0.578437,0.408420,2.750623,37163
840_ca,08-01-2010,3.902396,0.773798,30.000000,0.606295,0.383124,2.188190,67883
840_ca,08-01-2011,3.956106,0.789781,31.000000,0.555253,0.432947,2.767587,27800
840_ca,09-01-2010,3.643602,0.774555,29.000000,0.661558,0.327339,2.258050,66964
840_ca,09-01-2011,4.529569,0.801943,28.000000,0.531146,0.456059,2.809747,27428
840_ca,10-01-2010,3.559558,0.769855,28.000000,0.608961,0.381619,2.238924,58904
840_ca,11-01-2010,3.285243,0.764461,30.000000,0.561609,0.429861,2.259019,55758
840_ca,12-01-2010,2.844962,0.760270,31.000000,0.628888,0.360407,2.376893,57245
840_co,01-01-2010,2.948643,0.629879,61.000000,0.485993,0.504033,2.404208,504
840_co,01-01-2011,2.420919,0.682533,57.000000,0.485683,0.502389,2.329922,6268
840_co,02-01-2010,3.206399,1.045592,55.000000,0.322426,0.669792,2.850324,5495
840_co,02-01-2011,2.503366,0.684101,57.000000,0.461485,0.528600,2.431679,5193
840_co,03-01-2010,3.150056,0.853015,52.000000,0.240749,0.752097,2.650437,8548
840_co,03-01-2011,2.974375,0.757457,52.000000,0.438708,0.547778,2.692188,4862
840_co,04-01-2010,3.068289,0.804510,45.000000,0.248496,0.745228,2.610659,6425
840_co,05-01-2010,3.414509,0.925715,43.000000,0.197929,0.795629,2.728799,5940
840_co,06-01-2010,3.381257,0.861287,43.000000,0.208904,0.781803,2.808047,5553
840_co,07-01-2010,3.475805,0.844877,43.000000,0.200599,0.790818,2.706946,4711
840_co,07-01-2011,3.320892,0.798251,48.000000,0.413405,0.574590,2.674940,4123
840_co,08-01-2010,3.319177,1.088388,50.000000,0.319502,0.674094,2.191647,6959
840_co,08-01-2011,3.680387,0.880271,46.000000,0.410112,0.575302,2.888342,4071
840_co,09-01-2010,3.437946,1.160986,48.000000,0.386553,0.604934,2.271128,7268
840_co,09-01-2011,3.394077,0.884016,46.000000,0.389767,0.597005,2.824542,3840
840_co,10-01-2010,3.201623,0.913232,47.000000,0.381220,0.608699,2.302546,6634
840_co,11-01-2010,2.795821,0.802173,50.000000,0.357736,0.630945,2.260282,6361
840_co,12-01-2010,2.635523,0.673943,59.000000,0.477517,0.512044,2.357662,6622
840_ct,01-01-2010,7.776958,1.607496,21.000000,0.284731,0.711775,2.186620,324
840_ct,01-01-2011,5.154397,1.515952,26.000000,0.895342,0.094475,2.431243,4765
840_ct,02-01-2010,6.639921,1.606408,20.000000,0.257776,0.737301,2.789302,3523
840_ct,02-01-2011,5.103545,1.493857,32.000000,0.887964,0.099403,2.472815,3475
840_ct,03-01-2010,6.913263,1.568709,21.000000,0.254764,0.738237,2.719100,5906
840_ct,03-01-2011,5.141644,1.525739,27.000000,0.928056,0.058657,2.586709,2990
840_ct,04-01-2010,7.711442,1.598959,20.000000,0.256672,0.738414,2.861622,4347
840_ct,05-01-2010,8.078851,1.568229,21.000000,0.240868,0.753577,2.883721,4242
840_ct,06-01-2010,6.735584,1.528591,21.000000,0.225437,0.769437,2.855143,4144
840_ct,07-01-2010,7.085387,1.567635,21.000000,0.267275,0.726276,2.879954,3472
840_ct,07-01-2011,4.659341,1.609858,33.000000,0.945199,0.039584,2.854275,3230
840_ct,08-01-2010,6.264225,1.623964,23.000000,0.502609,0.488030,2.250196,4843
840_ct,08-01-2011,4.950426,1.628136,30.000000,0.951611,0.034843,2.814233,3557
840_ct,09-01-2010,6.227474,1.608785,22.000000,0.554884,0.437342,2.250000,4512
840_ct,09-01-2011,6.488019,1.656939,32.000000,0.924044,0.062766,2.810439,2918
840_ct,10-01-2010,6.276729,1.569187,22.000000,0.496003,0.492946,2.331817,3746
840_ct,11-01-2010,5.632762,1.529449,23.000000,0.521104,0.470707,2.229943,3970
840_ct,12-01-2010,5.810942,1.555880,23.000000,0.809688,0.178275,2.416476,4358
840_dc,01-01-2010,,0.613068,,,,,
840_dc,01-01-2011,2.658300,0.585222,44.000000,0.721380,0.268399,2.306366,1519
840_dc,02-01-2010,2.640306,0.590306,24.000000,0.212622,0.781398,2.649874,813
840_dc,02-01-2011,2.285774,0.589528,50.000000,0.726471,0.255152,2.566194,1101
840_dc,03-01-2010,2.667999,0.597109,33.000000,0.228830,0.762787,2.247550,1602
840_dc,03-01-2011,2.203542,0.583894,50.000000,0.746215,0.240871,2.475836,1074
840_dc,04-01-2010,2.425694,0.594190,26.000000,0.241271,0.748453,2.389991,1140
840_dc,05-01-2010,2.185408,0.563234,33.500000,0.177235,0.813405,2.377101,988
840_dc,06-01-2010,1.903114,0.542202,38.000000,0.252287,0.739410,2.630982,1031
840_dc,07-01-2010,2.181163,0.563291,35.000000,0.177283,0.817412,2.552397,853
840_dc,07-01-2011,1.928761,0.585096,52.000000,0.771796,0.209503,2.706083,1152
840_dc,08-01-2010,2.339498,0.591861,37.000000,0.315958,0.666390,2.107966,1526
840_dc,08-01-2011,2.502617,0.606290,42.000000,0.675362,0.302483,2.833150,1199
840_dc,09-01-2010,2.628426,0.604819,34.000000,0.351097,0.640411,2.158406,1599
840_dc,09-01-2011,2.736231,0.607883,39.000000,0.705205,0.266415,2.755382,1014
840_dc,10-01-2010,2.475307,0.593672,35.000000,0.344928,0.648157,2.173567,1369
840_dc,11-01-2010,2.536073,0.593147,39.000000,0.327247,0.665071,2.217176,1316
840_dc,12-01-2010,2.574895,0.591266,43.000000,0.522823,0.466805,2.181781,1451
840_de,01-01-2011,9.294107,2.690663,21.000000,0.612684,0.381507,2.591156,830
840_de,02-01-2010,9.930457,2.813088,19.000000,0.106525,0.889491,3.221445,543
840_de,02-01-2011,8.830185,2.687225,24.000000,0.619602,0.371896,2.785351,590
840_de,03-01-2010,10.072083,2.852965,20.000000,0.089463,0.905770,2.752982,781
840_de,03-01-2011,9.066532,3.273198,22.500000,0.588857,0.401754,2.661290,531
840_de,04-01-2010,9.736874,2.932056,19.000000,0.092303,0.904286,2.793557,600
840_de,05-01-2010,9.303902,2.893730,20.000000,0.076575,0.918935,2.991542,579
840_de,06-01-2010,9.291421,2.931713,20.000000,0.073079,0.922185,3.171791,554
840_de,07-01-2010,9.760148,2.972326,19.000000,0.060753,0.935179,3.126084,432
840_de,07-01-2011,9.320229,3.440683,22.000000,0.554273,0.434217,3.001004,616
840_de,08-01-2010,9.552604,3.337415,20.000000,0.111340,0.883948,2.133987,656
840_de,08-01-2011,9.373555,3.464956,21.000000,0.577427,0.413802,3.167446,668
840_de,09-01-2010,9.894139,3.366970,20.000000,0.141427,0.854695,2.454859,679
840_de,09-01-2011,9.538193,3.469463,21.000000,0.399740,0.595978,3.048907,560
840_de,10-01-2010,10.086537,3.297538,19.000000,0.157893,0.836158,2.501881,624
840_de,11-01-2010,9.388096,3.377593,20.000000,0.115255,0.876211,2.410048,665
840_de,12-01-2010,9.432360,2.850875,20.000000,0.514008,0.480532,2.624907,832
840_fl,01-01-2010,4.857515,0.800121,39.000000,0.425774,0.564752,2.188151,1944
840_fl,01-01-2011,5.128428,0.809568,30.000000,0.647233,0.345528,2.524157,25544
840_fl,02-01-2010,5.299905,0.805574,38.000000,0.316634,0.676328,2.858772,21877
840_fl,02-01-2011,4.834719,0.805579,39.000000,0.715899,0.273089,2.642267,19574
840_fl,03-01-2010,4.689652,0.804612,39.000000,0.400107,0.593114,2.740574,35390
840_fl,03-01-2011,5.214103,0.809259,34.000000,0.687591,0.300625,2.726157,20516
840_fl,04-01-2010,4.250376,0.804608,38.000000,0.433082,0.560206,2.808793,28154
840_fl,05-01-2010,4.766350,0.816602,38.000000,0.429836,0.563035,2.898241,28563
840_fl,06-01-2010,4.934059,0.805295,38.000000,0.372710,0.619957,2.901258,25883
840_fl,07-01-2010,5.413111,0.804472,39.000000,0.305969,0.686632,2.805299,21673
840_fl,07-01-2011,5.627001,0.820097,35.000000,0.656095,0.331151,2.916532,19294
840_fl,08-01-2010,4.605025,0.806276,41.000000,0.620142,0.371214,2.264018,30920
840_fl,08-01-2011,5.658380,0.821818,33.000000,0.651903,0.336046,2.895348,18186
840_fl,09-01-2010,4.484075,0.807846,39.000000,0.662280,0.328451,2.371899,30123
840_fl,09-01-2011,6.018402,0.826521,34.000000,0.624733,0.364666,2.934025,14938
840_fl,10-01-2010,5.425897,0.811879,36.000000,0.561738,0.430489,2.317118,25635
840_fl,11-01-2010,5.332359,0.810758,32.000000,0.540320,0.452099,2.414632,25475
840_fl,12-01-2010,4.992103,0.804554,31.000000,0.625683,0.365463,2.562711,27273
840_ga,01-01-2010,3.858268,0.607704,22.000000,0.383128,0.614109,2.283852,806
840_ga,01-01-2011,2.933347,0.576802,33.000000,0.740001,0.249632,2.435199,9981
840_ga,02-01-2010,4.838470,0.763340,17.000000,0.308298,0.686420,2.772742,8491
840_ga,02-01-2011,2.977603,0.552016,36.000000,0.707811,0.282048,2.571267,9045
840_ga,03-01-2010,4.554714,0.755617,19.000000,0.315628,0.677900,2.562011,13385
840_ga,03-01-2011,2.865148,0.546427,33.000000,0.703369,0.285162,2.665041,6734
840_ga,04-01-2010,4.398119,0.764055,17.000000,0.271276,0.722396,2.631985,9868
840_ga,05-01-2010,4.611481,0.763449,17.000000,0.255543,0.738589,2.725105,9836
840_ga,06-01-2010,4.416886,0.718978,18.000000,0.291417,0.701390,2.741038,9261
840_ga,07-01-2010,4.539780,0.693243,18.000000,0.285180,0.707946,2.684566,7830
840_ga,07-01-2011,3.671233,0.658626,28.000000,0.634858,0.353193,2.761289,8418
840_ga,08-01-2010,3.238772,0.682263,30.000000,0.606053,0.382772,2.225298,12068
840_ga,08-01-2011,3.591959,0.641620,28.000000,0.659343,0.324894,2.877571,8246
840_ga,09-01-2010,3.762596,0.717184,25.000000,0.584474,0.407861,2.262428,11944
840_ga,09-01-2011,3.913371,0.701691,27.000000,0.636987,0.352331,2.853959,7383
840_ga,10-01-2010,3.484419,0.693258,26.000000,0.508843,0.482412,2.177418,10545
840_ga,11-01-2010,3.169163,0.644017,31.000000,0.609341,0.383641,2.313057,10156
840_ga,12-01-2010,2.943939,0.589418,33.000000,0.678429,0.309769,2.473350,10870
840_hi,01-01-2010,,0.701257,78.000000,0.827812,0.150835,2.264957,
840_hi,01-01-2011,2.539424,0.723775,82.000000,0.909582,0.075626,2.536475,2072
840_hi,02-01-2010,3.184474,0.723624,74.000000,0.921105,0.062738,2.947798,1801
840_hi,02-01-2011,2.998648,0.723701,85.000000,0.813420,0.167962,2.594766,1565
840_hi,03-01-2010,4.224351,0.723799,74.000000,0.819105,0.170898,2.903382,2628
840_hi,03-01-2011,3.108420,0.722871,83.000000,0.839654,0.141415,2.557692,1695
840_hi,04-01-2010,3.480094,0.684194,82.000000,0.843181,0.144088,2.796914,2189
840_hi,05-01-2010,3.630937,0.719801,77.000000,0.852939,0.133911,2.999700,2274
840_hi,06-01-2010,3.830931,0.718181,76.000000,0.843812,0.145429,2.931490,2139
840_hi,07-01-2010,3.131463,0.722165,75.000000,0.836645,0.155161,2.840467,1743
840_hi,07-01-2011,3.175481,0.722673,89.000000,0.861208,0.118901,2.734845,1520
840_hi,08-01-2010,2.710708,0.725234,80.000000,0.906075,0.081336,2.195752,2762
840_hi,08-01-2011,3.859819,0.732764,78.000000,0.884790,0.093416,2.901246,1457
840_hi,09-01-2010,3.005610,0.735988,78.000000,0.907745,0.076449,2.339553,2620
840_hi,09-01-2011,3.602709,0.753509,78.000000,0.876751,0.107716,2.869247,1280
840_hi,10-01-2010,2.683309,0.724597,80.000000,0.910310,0.079028,2.340240,2327
840_hi,11-01-2010,2.918286,0.725641,80.000000,0.899740,0.082028,2.448041,2157
840_hi,12-01-2010,2.587772,0.724224,79.000000,0.898355,0.084410,2.457644,2238
840_ia,01-01-2010,3.791515,0.695586,41.000000,0.547151,0.449473,2.098214,206
840_ia,01-01-2011,2.885959,0.654989,50.000000,0.846485,0.143420,2.344739,1838
840_ia,02-01-2010,3.986883,0.675441,34.000000,0.501420,0.487241,2.839092,2366
840_ia,02-01-2011,3.572803,0.719328,49.000000,0.885606,0.100633,2.510874,1811
840_ia,03-01-2010,4.026620,0.683783,38.000000,0.550437,0.441114,2.502645,4044
840_ia,03-01-2011,3.106107,0.627411,51.000000,0.830344,0.146234,2.496470,1513
840_ia,04-01-2010,4.049460,0.702596,32.000000,0.589565,0.405698,2.631027,2955
840_ia,05-01-2010,4.374320,0.695984,31.000000,0.521481,0.467285,2.647864,2996
840_ia,06-01-2010,4.726197,0.670411,30.000000,0.609548,0.383447,2.691487,2892
840_ia,07-01-2010,4.503721,0.661917,33.000000,0.528082,0.460497,2.754302,2333
840_ia,07-01-2011,3.893286,0.621540,46.000000,0.857723,0.115103,2.523331,1892
840_ia,08-01-2010,3.040971,0.634708,44.000000,0.642533,0.343647,2.152094,2533
840_ia,08-01-2011,3.940012,0.616051,46.000000,0.836669,0.121668,2.898714,1732
840_ia,09-01-2010,2.897438,0.657775,44.000000,0.674237,0.312153,2.300566,2461
840_ia,09-01-2011,3.893521,0.626878,51.000000,0.879939,0.101451,2.759708,1491
840_ia,10-01-2010,2.973686,0.680431,45.000000,0.408285,0.583076,2.227209,1634
840_ia,11-01-2010,2.724254,0.687697,47.000000,0.507643,0.478112,2.259088,1771
840_ia,12-01-2010,2.782655,0.633784,48.000000,0.656233,0.334357,2.390926,1984
840_id,01-01-2010,,0.433243,88.000000,0.877748,0.103815,2.009901,
840_id,01-01-2011,2.074880,0.464082,86.000000,0.805434,0.184674,2.298437,1384
840_id,02-01-2010,2.467387,0.465744,79.000000,0.834474,0.149423,2.922277,1398
840_id,02-01-2011,2.017556,0.461482,86.000000,0.867477,0.116195,2.332701,1409
840_id,03-01-2010,2.398298,0.466141,80.000000,0.765708,0.226481,2.552761,2268
840_id,03-01-2011,2.139775,0.467488,85.000000,0.833690,0.153055,2.306673,1435
840_id,04-01-2010,2.317207,0.465997,79.000000,0.799573,0.192372,2.592715,1808
840_id,05-01-2010,2.306262,0.461933,78.500000,0.761066,0.217340,2.367406,1761
840_id,06-01-2010,2.358026,0.466333,80.000000,0.774733,0.212361,2.567136,1730
840_id,07-01-2010,2.487110,0.466770,77.000000,0.767338,0.222810,2.490371,1351
840_id,07-01-2011,2.525013,0.507691,79.000000,0.808020,0.167262,2.530172,1174
840_id,08-01-2010,2.350855,0.459209,82.000000,0.741118,0.241857,2.010177,1696
840_id,08-01-2011,3.118821,0.532763,80.000000,0.768553,0.211326,2.659405,856
840_id,09-01-2010,2.429814,0.458926,81.000000,0.812042,0.175028,2.368178,1688
840_id,09-01-2011,3.855217,0.526598,76.000000,0.827537,0.152630,2.578621,814
840_id,10-01-2010,1.979458,0.455292,81.000000,0.791689,0.189239,2.262719,1510
840_id,11-01-2010,2.041031,0.458727,81.000000,0.796092,0.183092,2.050606,1554
840_id,12-01-2010,2.172815,0.460531,83.000000,0.819725,0.162440,2.344843,1428
840_il,01-01-2010,2.845581,0.784065,21.000000,0.516641,0.475466,2.066988,1241
840_il,01-01-2011,2.552415,0.777737,43.000000,0.859521,0.127736,2.451913,11602
840_il,02-01-2010,3.948943,0.879644,16.000000,0.379062,0.611927,2.896585,13004
840_il,02-01-2011,2.444011,0.758921,52.000000,0.851289,0.132961,2.582531,9585
840_il,03-01-2010,3.588995,0.844791,17.000000,0.352125,0.640507,2.645473,21277
840_il,03-01-2011,2.489282,0.745234,43.000000,0.846026,0.138701,2.700984,10125
840_il,04-01-2010,3.548824,0.844308,16.000000,0.341807,0.649524,2.731590,15880
840_il,05-01-2010,3.835908,0.808903,16.000000,0.309898,0.681396,2.818893,15678
840_il,06-01-2010,3.798171,0.808515,16.000000,0.283346,0.706780,2.869287,14601
840_il,07-01-2010,3.487009,0.804939,17.000000,0.280967,0.710718,2.776027,12433
840_il,07-01-2011,2.817789,0.802046,38.000000,0.619929,0.342873,2.746360,10085
840_il,08-01-2010,2.674875,0.806782,23.000000,0.546695,0.435519,2.217646,17359
840_il,08-01-2011,2.981626,0.815334,37.000000,0.636266,0.297359,2.856227,9762
840_il,09-01-2010,2.647064,0.799439,24.000000,0.600240,0.385808,2.219808,15485
840_il,09-01-2011,3.242360,0.844361,36.000000,0.636509,0.345340,2.843049,7337
840_il,10-01-2010,2.398233,0.741640,34.000000,0.621487,0.364428,2.157513,9530
840_il,11-01-2010,2.308626,0.750717,43.000000,0.693438,0.292874,2.310765,11502
840_il,12-01-2010,2.504979,0.781774,39.000000,0.758053,0.225518,2.516046,13947
840_in,01-01-2010,3.967523,0.804324,25.000000,0.357509,0.636221,2.376087,526
840_in,01-01-2011,2.968290,0.783428,45.000000,0.801697,0.188269,2.480767,5243
840_in,02-01-2010,4.667401,0.804463,22.000000,0.265245,0.727795,2.949737,5859
840_in,02-01-2011,2.954963,0.786460,49.000000,0.820765,0.166220,2.632827,4282
840_in,03-01-2010,4.351417,0.804333,24.000000,0.263643,0.729777,2.595731,9288
840_in,03-01-2011,3.100035,0.792004,43.000000,0.809844,0.176713,2.619426,4610
840_in,04-01-2010,4.604875,0.804768,23.000000,0.272993,0.721695,2.698789,6827
840_in,05-01-2010,4.548404,0.803947,23.000000,0.267667,0.723940,2.732131,7132
840_in,06-01-2010,4.520399,0.802020,23.000000,0.245900,0.747519,2.821765,6314
840_in,07-01-2010,4.304005,0.801117,24.000000,0.263710,0.728588,2.681268,5369
840_in,07-01-2011,3.510141,0.785474,37.000000,0.636871,0.315091,2.824928,5034
840_in,08-01-2010,3.647937,0.796945,29.000000,0.530560,0.449691,2.290068,7550
840_in,08-01-2011,3.550131,0.793768,36.000000,0.608286,0.331194,2.861280,4771
840_in,09-01-2010,3.647673,0.800958,27.000000,0.498536,0.489853,2.278489,6633
840_in,09-01-2011,3.993143,0.803673,36.000000,0.601796,0.386588,2.919092,3912
840_in,10-01-2010,3.288985,0.786961,36.000000,0.502776,0.486506,2.156038,4406
840_in,11-01-2010,2.963534,0.772749,42.000000,0.599198,0.387627,2.185807,5539
840_in,12-01-2010,3.229570,0.787359,40.000000,0.718073,0.266970,2.424970,6460
840_ks,01-01-2010,3.336761,0.513604,44.000000,0.798001,0.197221,2.253406,250
840_ks,01-01-2011,3.216629,0.541138,47.000000,0.786187,0.199099,2.393242,2646
840_ks,02-01-2010,4.491370,0.571115,35.000000,0.598114,0.394697,2.811875,3014
840_ks,02-01-2011,2.918318,0.533420,49.000000,0.818042,0.159827,2.696214,2324
840_ks,03-01-2010,4.214021,0.552854,44.000000,0.665963,0.327762,2.609868,4771
840_ks,03-01-2011,3.125542,0.531923,46.000000,0.787028,0.197895,2.525980,2227
840_ks,04-01-2010,4.124941,0.534556,36.000000,0.632523,0.362188,2.606847,3379
840_ks,05-01-2010,4.295934,0.538117,35.000000,0.661099,0.328171,2.739451,3549
840_ks,06-01-2010,4.270397,0.536600,35.000000,0.668432,0.326544,2.675628,3171
840_ks,07-01-2010,4.069328,0.544582,37.000000,0.736020,0.255385,2.619511,2747
840_ks,07-01-2011,3.936716,0.600092,45.000000,0.827971,0.154554,2.710688,2395
840_ks,08-01-2010,3.373726,0.517789,49.000000,0.842745,0.144587,2.230623,3615
840_ks,08-01-2011,4.533575,0.641391,44.000000,0.803315,0.175176,2.823162,2362
840_ks,09-01-2010,3.121661,0.521159,48.000000,0.840871,0.146622,2.196654,3508
840_ks,09-01-2011,4.904698,0.761688,42.000000,0.823021,0.165650,2.785041,2197
840_ks,10-01-2010,3.374480,0.562789,47.000000,0.760793,0.228844,2.249825,2831
840_ks,11-01-2010,3.153205,0.540373,47.000000,0.729971,0.254941,2.206472,2832
840_ks,12-01-2010,3.220554,0.538065,48.000000,0.778884,0.208839,2.505636,2896
840_ky,01-01-2010,3.117258,0.318242,37.000000,0.505028,0.486275,2.032316,379
840_ky,01-01-2011,2.821691,0.495413,46.000000,0.886247,0.099078,2.237918,4330
840_ky,02-01-2010,4.981870,0.522229,34.000000,0.709126,0.283745,2.825093,5457
840_ky,02-01-2011,2.845359,0.516013,46.000000,0.867640,0.118562,2.364962,4194
840_ky,03-01-2010,4.892814,0.528900,35.000000,0.699927,0.293697,2.556309,7755
840_ky,03-01-2011,3.322599,0.520815,42.000000,0.892921,0.093812,2.464718,3502
840_ky,04-01-2010,5.088976,0.533466,34.000000,0.675074,0.319789,2.607390,5592
840_ky,05-01-2010,5.247482,0.536340,33.000000,0.683910,0.307932,2.684211,5918
840_ky,06-01-2010,5.046940,0.523002,33.000000,0.754442,0.238915,2.697435,5468
840_ky,07-01-2010,4.655822,0.522857,35.000000,0.765829,0.227177,2.593509,4597
840_ky,07-01-2011,2.940115,0.521354,42.000000,0.751242,0.226944,2.596391,3396
840_ky,08-01-2010,4.255038,0.533298,35.000000,0.760034,0.226797,2.033888,5689
840_ky,08-01-2011,3.006395,0.526447,43.000000,0.706424,0.267278,2.583105,3282
840_ky,09-01-2010,4.236167,0.527428,37.000000,0.788185,0.199760,2.075969,5319
840_ky,09-01-2011,3.125663,0.534238,43.000000,0.760349,0.227975,2.654295,3061
840_ky,10-01-2010,3.673834,0.504072,41.000000,0.820767,0.166528,2.179549,4302
840_ky,11-01-2010,3.820825,0.520798,43.000000,0.845538,0.142955,2.144262,4649
840_ky,12-01-2010,3.349945,0.517503,41.000000,0.883361,0.105404,2.284816,5233
840_la,01-01-2010,3.771689,0.402748,53.000000,0.819962,0.170667,2.308789,279
840_la,01-01-2011,2.833024,0.496902,48.000000,0.896247,0.089723,2.506992,4236
840_la,02-01-2010,4.452032,0.581887,37.000000,0.785869,0.204351,2.676778,3508
840_la,02-01-2011,2.973977,0.532655,48.000000,0.924825,0.062069,2.568196,3681
840_la,03-01-2010,3.921638,0.622371,39.000000,0.776781,0.215947,2.554116,5349
840_la,03-01-2011,3.168901,0.436304,46.000000,0.914699,0.068391,2.644409,3283
840_la,04-01-2010,4.493807,0.764242,37.000000,0.702519,0.290862,2.573957,4158
840_la,05-01-2010,4.494814,0.643693,36.000000,0.677359,0.314497,2.615606,4033
840_la,06-01-2010,4.239835,0.602875,39.000000,0.707007,0.285372,2.780674,3893
840_la,07-01-2010,4.437650,0.560917,39.000000,0.680384,0.312708,2.696056,3348
840_la,07-01-2011,3.583140,0.483139,45.000000,0.928203,0.057075,2.808590,3703
840_la,08-01-2010,3.200525,0.529772,46.000000,0.857432,0.126204,2.305738,4988
840_la,08-01-2011,4.430246,0.601773,43.000000,0.919442,0.060074,2.751673,3464
840_la,09-01-2010,3.298248,0.666836,44.000000,0.856585,0.130613,2.308678,4708
840_la,09-01-2011,4.584007,0.764104,42.000000,0.927590,0.059475,2.877477,2963
840_la,10-01-2010,3.079750,0.546153,46.000000,0.858370,0.125395,2.242803,4397
840_la,11-01-2010,2.942495,0.561477,49.000000,0.865720,0.122866,2.285283,4495
840_la,12-01-2010,2.906285,0.502798,48.000000,0.856373,0.127697,2.420694,4209
840_ma,01-01-2010,7.577970,1.507830,29.000000,0.496198,0.498064,2.502374,664
840_ma,01-01-2011,7.657805,1.607996,20.000000,0.917741,0.071331,2.385590,9746
840_ma,02-01-2010,10.441307,2.208585,18.000000,0.290169,0.704387,2.789248,7154
840_ma,02-01-2011,7.557022,1.605680,23.000000,0.913520,0.073809,2.515374,7513
840_ma,03-01-2010,10.491119,1.851138,18.000000,0.236416,0.757147,2.641460,11630
840_ma,03-01-2011,7.161519,1.722727,21.000000,0.933688,0.053109,2.583543,6302
840_ma,04-01-2010,12.020865,1.847773,18.000000,0.203413,0.790688,2.733596,8323
840_ma,05-01-2010,13.084754,1.891398,18.000000,0.231492,0.763529,2.818463,8781
840_ma,06-01-2010,11.043623,1.847399,19.000000,0.242037,0.752108,2.943951,8175
840_ma,07-01-2010,12.679457,1.849325,18.000000,0.223283,0.770512,2.843142,6600
840_ma,07-01-2011,4.930557,2.442173,44.000000,0.950099,0.036077,2.798735,7235
840_ma,08-01-2010,10.289607,1.960004,18.000000,0.401348,0.588806,2.236880,9776
840_ma,08-01-2011,5.586775,2.480577,35.000000,0.957763,0.029230,2.925344,8094
840_ma,09-01-2010,10.822199,1.971164,18.000000,0.437975,0.553027,2.265635,9839
840_ma,09-01-2011,6.842136,2.570859,35.000000,0.930509,0.056401,2.888827,6697
840_ma,10-01-2010,10.888888,1.844063,18.000000,0.385378,0.607828,2.251959,7814
840_ma,11-01-2010,10.020717,1.647874,20.000000,0.550097,0.440098,2.305416,8425
840_ma,12-01-2010,8.966530,1.620392,20.000000,0.859652,0.130767,2.368251,9422
840_md,01-01-2010,5.759763,1.934985,20.000000,0.235052,0.762214,2.532450,405
840_md,01-01-2011,8.245722,2.646951,21.000000,0.731355,0.260305,2.548740,6394
840_md,02-01-2010,6.187019,2.370738,19.000000,0.114992,0.880217,2.845799,4066
840_md,02-01-2011,6.356996,2.575958,31.000000,0.696128,0.295145,2.685557,5012
840_md,03-01-2010,6.002339,2.451091,19.000000,0.104857,0.890256,2.755011,6721
840_md,03-01-2011,6.599251,3.068162,24.000000,0.672146,0.313195,2.746483,4219
840_md,04-01-2010,6.155796,2.489692,19.000000,0.093083,0.902918,2.909840,4643
840_md,05-01-2010,6.584856,2.572025,19.000000,0.095204,0.900233,2.888404,4972
840_md,06-01-2010,6.902182,2.572774,19.000000,0.097699,0.897232,3.082751,4917
840_md,07-01-2010,6.615942,2.612524,19.000000,0.090898,0.904663,2.934047,3986
840_md,07-01-2011,6.076345,3.281278,21.000000,0.645799,0.342386,2.961104,4522
840_md,08-01-2010,6.748503,2.903268,19.000000,0.164055,0.830708,2.301268,5928
840_md,08-01-2011,7.311512,3.317028,19.000000,0.716071,0.272366,3.075949,4821
840_md,09-01-2010,7.456865,2.974647,19.000000,0.185599,0.809523,2.403331,5828
840_md,09-01-2011,8.376055,3.295772,19.000000,0.483644,0.508643,3.133741,3975
840_md,10-01-2010,6.678376,2.936139,19.000000,0.159278,0.835448,2.351933,5203
840_md,11-01-2010,6.435483,2.814725,19.000000,0.156089,0.837579,2.424860,4864
840_md,12-01-2010,8.616024,2.727427,19.000000,0.492140,0.502185,2.575967,6535
840_me,01-01-2010,,0.413038,,,,,
840_me,01-01-2011,3.338577,0.408680,42.000000,0.941900,0.045858,2.365651,1836
840_me,02-01-2010,4.518750,0.410456,47.000000,0.908815,0.081684,2.704280,1503
840_me,02-01-2011,3.908130,0.410693,48.000000,0.922354,0.064261,2.578191,1539
840_me,03-01-2010,4.247222,0.409481,51.000000,0.857969,0.133301,2.563284,2593
840_me,03-01-2011,3.843187,0.410692,46.000000,0.920687,0.062957,2.565538,1281
